Address,County,Price (€),Not Full Market Price,Description of Property,day,month,year,Years since purchase,Inflation adjusted price,Market value increase adjusted price,Estimated profit of house since purchase
"24 ST JOHNS TERRACE, HENRY ST, GALWAY",Galway,235000.0,No,Second-Hand Dwelling house /Apartment,19,11,2015,7,260813.5545319182,298985.62675014464,38172.07221822644
"105 ABBEYFIELD, KILLESTER, DUBLIN CITY",Dublin,640000.0,No,Second-Hand Dwelling house /Apartment,3,12,2021,1,649599.9999999999,662400.0,12800.000000000116
"11 BULLOCK PARK, CARLOW",Carlow,245000.0,No,Second-Hand Dwelling house /Apartment,12,11,2021,1,248674.99999999997,253574.99999999997,4900.0
"39 SANTRY COURT, SANTRY, DUBLIN 17",Dublin,402000.0,No,Second-Hand Dwelling house /Apartment,4,11,2020,2,414150.4499999999,430632.44999999995,16482.00000000006
"24 PARK GRANGE, GRANGE RATH, DROGHEDA",Louth,67500.0,No,Second-Hand Dwelling house /Apartment,20,10,2014,8,76038.24959518317,88884.60999502969,12846.360399846526
"4 FINNSWALK, FINNSTOWN PRIORY, LUCAN",Dublin,347000.0,No,Second-Hand Dwelling house /Apartment,31,5,2019,3,362850.39612499985,384725.1026249999,21874.70650000003
"3 HAZELWOOD DRIVE, KILLARNEY, COUNTY KERRY",Kerry,120000.0,No,Second-Hand Dwelling house /Apartment,18,5,2021,1,121799.99999999999,124199.99999999999,2400.0
"LISBRIN, BALLYCASTLE, MAYO",Mayo,220000.0,No,Second-Hand Dwelling house /Apartment,3,11,2017,5,237002.4808545624,261290.9872423124,24288.506387750007
"27 FINNSGREEN, FINNSTOWN, LUCAN",Dublin,265000.0,No,Second-Hand Dwelling house /Apartment,4,2,2015,7,294108.90191897156,337154.0046331418,43045.102714170236
"6 BECTIVE PARK, KILMESSAN, MEATH",Meath,210000.0,No,Second-Hand Dwelling house /Apartment,25,10,2018,4,222886.34563124992,240979.83013124994,18093.48450000002
"New St, Newmarket",Cork,100000.0,No,Second-Hand Dwelling house /Apartment,1,5,2013,9,114338.99753942357,136289.73532571222,21950.73778628865
"91 SPAFIELD CRESCENT, CASHEL, CO. TIPPERARY",Tipperary,57000.0,Yes,Second-Hand Dwelling house /Apartment,3,5,2019,3,59603.667374999975,63196.91887499999,3593.251500000013
"280 CHAMBERS PARK, KILCOCK, KILDARE",Kildare,180000.0,No,Second-Hand Dwelling house /Apartment,15,3,2017,5,193911.12069918742,213783.5350164374,19872.41431724999
"51 SYCAMORE RD, MOUNT MERRION, DUBLIN",Dublin,940000.0,No,Second-Hand Dwelling house /Apartment,28,5,2015,7,1043254.2181276728,1195942.5070005786,152688.28887290577
"1 St. Patricks Terrace, Arklow",Wicklow,142500.0,No,Second-Hand Dwelling house /Apartment,24,8,2010,12,170375.5894332686,215327.28367185633,44951.69423858775
"13 PARK DRIVE GREEN, CASTLEKNOCK, DUBLIN 15",Dublin,525000.0,No,Second-Hand Dwelling house /Apartment,16,7,2021,1,532875.0,543375.0,10500.0
"FERNDALE HOUSE, RALLYROAD, KILLYGORDAN",Donegal,100000.0,No,Second-Hand Dwelling house /Apartment,7,9,2017,5,107728.40038843745,118768.63056468745,11040.23017625
"19 Parkhill Close, Kilnamanagh, Dublin 24",Dublin,149500.0,No,Second-Hand Dwelling house /Apartment,12,4,2013,9,170936.80132143822,203753.15431193975,32816.35299050153
"10 ST CHRISTOPHERS WALK, MONTENOTTE, CORK CITY",Cork,220000.0,No,Second-Hand Dwelling house /Apartment,5,12,2013,9,251545.79458673182,299837.4177165668,48291.623129835
"Glenville, Crab Lane, Ballintemple  Cork",Cork,350000.0,No,Second-Hand Dwelling house /Apartment,14,12,2011,11,412282.1280901841,510989.4010350011,98707.27294481697
"8 LAMBAY, LAMBAY, KILBRIDE",Meath,273000.0,No,Second-Hand Dwelling house /Apartment,6,1,2015,7,302987.6612221858,347332.2387352744,44344.57751308859
"10 BOROIMHE ELMS, BOROIMHE, DUBLIN",Dublin,235000.0,No,Second-Hand Dwelling house /Apartment,9,5,2016,6,256959.1670265204,288875.001690961,31915.834664440627
"53 Riasc na Ri, Bothair  Stiofain, Knocknacarra",Galway,176000.0,No,Second-Hand Dwelling house /Apartment,20,7,2012,10,204255.18520442623,248265.3818693173,44010.19666489106
"APT 10, CRUISES HILL, THE NAUL",Dublin,215000.0,No,Second-Hand Dwelling house /Apartment,8,7,2021,1,218224.99999999997,222524.99999999997,4300.0
"6 BALALLY AVE, DUNDRUM, DUBLIN 14",Dublin,560000.0,No,Second-Hand Dwelling house /Apartment,18,5,2018,4,594363.5883499999,642612.8803499999,48249.292000000016
"8 Dalkey Manor, Killiney Road, Dalkey",Dublin,909999.87,No,New Dwelling house /Apartment,30,8,2017,5,980328.3034878602,1080794.383739436,100466.0802515758
"9 ARD NA LOCHA, MOATE, WESTMEATH",Westmeath,255000.0,No,Second-Hand Dwelling house /Apartment,1,11,2021,1,258824.99999999997,263925.0,5100.000000000029
"12 DUN NA RIOGH VALE, NAAS, CO KILDARE",Kildare,400000.0,No,Second-Hand Dwelling house /Apartment,18,5,2021,1,405999.99999999994,413999.99999999994,8000.0
"31 STAMANARAN, OLD GOLFLINKS RD, BLACKROCK",Louth,173000.0,No,Second-Hand Dwelling house /Apartment,25,5,2018,4,183615.89425812493,198521.47910812494,14905.584850000014
"13 COIS GHRUDA, CASTLETROY, LIMERICK",Limerick,150000.0,No,Second-Hand Dwelling house /Apartment,9,8,2019,3,156851.75624999995,166307.68124999997,9455.925000000017
"APARTMENT 17 THE GREEN, ASHFIELD, BAGENALSTOWN",Carlow,64000.0,No,Second-Hand Dwelling house /Apartment,16,9,2019,3,66923.41599999997,70957.94399999999,4034.5280000000203
"3 THE WATERFRONT, DRUMSHANBO RD, LEITRIM VILLAGE",Leitrim,80000.0,No,Second-Hand Dwelling house /Apartment,25,7,2017,5,86182.72031074997,95014.90445174996,8832.18414099999
"78 RIVERBANK HALL ADDISON PARK, GLASNEVIN, DUBLIN",Dublin,376000.0,No,Second-Hand Dwelling house /Apartment,16,6,2021,1,381639.99999999994,389159.99999999994,7520.0
"SUNCOURT, BARRACK ST, TALLOW",Waterford,115000.0,No,Second-Hand Dwelling house /Apartment,13,12,2018,4,122056.80832187497,131965.14507187495,9908.336749999988
"5 ABBEY COURT, ARDFERT, TRALEE",Kerry,140000.0,No,Second-Hand Dwelling house /Apartment,5,3,2021,1,142100.0,144900.0,2800.0
"NEWTOWN, CAHERCONLISH, LIMERICK",Limerick,77000.0,No,Second-Hand Dwelling house /Apartment,4,10,2018,4,81724.99339812498,88359.27104812498,6634.277650000004
"GLASSALLEN, SLANE ROAD, COLLON",Louth,175000.0,No,Second-Hand Dwelling house /Apartment,11,4,2017,5,188524.70067976555,207845.10348820305,19320.402808437502
"ST ANTHOYS 7 ST COLUMBAS RISE, SWORDS, DUBLIN",Dublin,290000.0,No,Second-Hand Dwelling house /Apartment,12,2,2016,6,317098.5465433656,356484.04463990935,39385.49809654377
"5 The Meaadows, Shanaghy Heights, Ballina",Mayo,170000.0,No,Second-Hand Dwelling house /Apartment,26,4,2010,12,203255.08914846077,256881.67174888126,53626.58260042049
"NO. 2 RIVERSIDE, LOWER MAIN STREET, KILCULLEN",Kildare,64000.0,No,Second-Hand Dwelling house /Apartment,5,7,2016,6,69980.36889232896,78672.34088604896,8691.971993719999
"8 HIGHBURY APTS, HIGH RD, LETTERKENNY",Donegal,70000.0,No,Second-Hand Dwelling house /Apartment,22,12,2020,2,72115.74999999999,74985.74999999999,2870.0
"63 Boroimhe Birches, Swords",Dublin,180000.0,No,Second-Hand Dwelling house /Apartment,29,6,2012,10,208897.34850452683,253907.77691180177,45010.42840727494
"DARGENT, 25A BINN EADAIR VIEW, SUTTON",Dublin,352000.0,No,Second-Hand Dwelling house /Apartment,2,2,2018,4,373599.9698199999,403928.0962199999,30328.12640000001
"AGHACONEY, BALLINAGH, CAVAN",Cavan,262500.0,No,Second-Hand Dwelling house /Apartment,16,2,2021,1,266437.5,271687.5,5250.0
"10 Kempton Heath, Navan Road, Dublin 7",Dublin,570000.0,No,Second-Hand Dwelling house /Apartment,13,8,2010,12,681502.3577330743,861309.1346874253,179806.776954351
"FLAT 8, 12 ADELAIDE ROAD, DUBLIN 2",Dublin,185000.0,No,Second-Hand Dwelling house /Apartment,13,12,2019,3,193450.49937499993,205112.80687499995,11662.307500000024
"13 St. Lawrences Terrace, Waterford",Waterford,28000.0,No,Second-Hand Dwelling house /Apartment,14,3,2013,9,32014.919311038597,38161.125891199415,6146.206580160819
"14 ST PETERS SQ, PHIBSBORO, DUBLIN 7",Dublin,255000.0,No,Second-Hand Dwelling house /Apartment,3,10,2017,5,274707.4209905155,302860.007939953,28152.586949437507
"Mahgeradrumman, Ballylar PO, Fanad",Donegal,25000.0,No,Second-Hand Dwelling house /Apartment,27,11,2012,10,29013.520625628724,35264.969015528026,6251.448389899302
"33 HOLLYWOOD EST, HOLLYHILL, CORK",Cork,124000.0,No,Second-Hand Dwelling house /Apartment,22,1,2015,7,137620.76919982067,157762.62858305505,20141.859383234376
"20 The Waterfront, The Glebe, Killybegs",Donegal,85000.15,No,New Dwelling house /Apartment,1,9,2014,8,95752.03883448901,111928.96566324479,16176.926828755779
"14 ABBOTTS WOOD, CROSS KEYS, KILDANGAN",Kildare,220000.0,No,Second-Hand Dwelling house /Apartment,7,8,2018,4,233499.9811374999,252455.06013749994,18955.079000000027
"THE LODGE, MOYDRUM, ATHLONE",Westmeath,435000.0,No,Second-Hand Dwelling house /Apartment,30,3,2021,1,441524.99999999994,450224.99999999994,8700.0
"8 LIFFEY VALE, LIFFEY VALLEY PARK, LUCAN",Dublin,260000.0,No,Second-Hand Dwelling house /Apartment,7,12,2017,5,280093.84100993734,308798.4394681874,28704.598458250053
"KILMANAHAN, PILTOWN, CO KILKENNY",Kilkenny,20000.0,No,Second-Hand Dwelling house /Apartment,23,5,2014,8,22529.851731906125,26336.180739268057,3806.329007361932
"7 ASHLEIGH LAWN, MALAHIDE, DUBLIN",Dublin,800000.0,No,Second-Hand Dwelling house /Apartment,10,7,2018,4,849090.8404999997,918018.4004999998,68927.56000000006
"10 CLUAIN AN OIR, GREENVILLE LANE, ENNISCORTHY",Wexford,118000.0,No,Second-Hand Dwelling house /Apartment,19,3,2021,1,119769.99999999999,122129.99999999999,2360.0
"44 Millquarter, Knockmullen, Gorey",Wexford,334938.5,No,New Dwelling house /Apartment,30,11,2020,2,345062.0161624999,358794.4946624999,13732.478500000027
"54 WINDMILL AVENUE, SWORDS, CO DUBLIN",Dublin,330000.0,No,Second-Hand Dwelling house /Apartment,2,11,2017,5,355503.7212818436,391936.4808634686,36432.759581624996
"KILLCARRIG, HAROLD'S GRANGE ROAD, RATHFARNHAM",Dublin,975000.0,No,Second-Hand Dwelling house /Apartment,20,12,2018,4,1034829.4618593747,1118834.9256093747,84005.46375
"39 BOROIMHE CHERRY, SWORDS, DUBLIN",Dublin,150000.0,No,Second-Hand Dwelling house /Apartment,4,9,2014,8,168973.88798929594,197521.35554451044,28547.467555214505
"115 Shanowen, Rathcormac",Cork,130000.0,No,Second-Hand Dwelling house /Apartment,30,6,2014,8,146444.0362573898,171185.17480524236,24741.138547852577
"126 CHORD ROAD, DROGHEDA, CO LOUTH",Louth,112000.0,No,Second-Hand Dwelling house /Apartment,23,8,2017,5,120655.80843504994,133020.86623244995,12365.057797400004
"GRAIGUENAGEEHA, STRADBALLY, WATERFORD",Waterford,483000.0,No,Second-Hand Dwelling house /Apartment,22,11,2021,1,490244.99999999994,499904.99999999994,9660.0
"4 Court Crescent, Ballyjamesduff",Cavan,65000.0,No,Second-Hand Dwelling house /Apartment,2,7,2013,9,74320.34840062531,88588.32796171293,14267.979561087617
"5 Mill Race View, Ballymote",Sligo,39271.0,No,New Dwelling house /Apartment,27,6,2013,9,44902.06772370703,53522.34195976044,8620.27423605341
"ST GORETTI, DUBLIN RD, BRAY",Dublin,527000.0,No,Second-Hand Dwelling house /Apartment,9,4,2019,3,551072.5036249998,584294.3201249999,33221.81650000007
"CORRAGAUN, KILLADOON, WESTPORT",Mayo,135000.0,No,Second-Hand Dwelling house /Apartment,29,7,2015,7,149829.06324174025,171757.70047348735,21928.637231747096
"11 RATHMICHAEL MANOR, LOUGHLINSTOWN, DUBLIN 18",Dublin,442000.0,No,Second-Hand Dwelling house /Apartment,2,9,2016,6,483301.92266264686,543330.8542442756,60028.93158162874
"BRIDGE ST, LOUISBURGH, MAYO",Mayo,145000.0,No,Second-Hand Dwelling house /Apartment,9,4,2021,1,147175.0,150075.0,2900.0
"29 CHURCHWELL RISE, BELMAYNE, DUBLIN 13",Dublin,220000.0,No,Second-Hand Dwelling house /Apartment,15,6,2020,2,226649.49999999994,235669.49999999997,9020.00000000003
"5 HEATHER PARK, BUNCRANA, DONEGAL",Donegal,142000.0,No,Second-Hand Dwelling house /Apartment,20,2,2017,5,152974.3285515812,168651.4554018562,15677.126850275003
"8 Airpark Square, Stocking Lane, Rathfarnham",Dublin,419999.99675,No,New Dwelling house /Apartment,14,11,2017,5,452459.27813026425,498828.2445117068,46368.96638144256
"MARIAN TERRACE, STRADBALLY, WATERFORD",Waterford,97500.0,No,Second-Hand Dwelling house /Apartment,19,12,2016,6,106610.7182344074,119852.3943185902,13241.676084182807
"26 CARYSFORT WOODS, BLACKROCK, DUBLIN",Dublin,825000.0,No,Second-Hand Dwelling house /Apartment,14,2,2019,3,862684.6593749997,914692.2468749998,52007.58750000014
"11 ROEBUCK CASTLE, CLONSKEAGH, DUBLIN 14",Dublin,510000.0,No,Second-Hand Dwelling house /Apartment,9,3,2018,4,541295.4108187498,585236.7303187498,43941.31949999998
"44 SHANNON DR, IRISH ESTATES, CORBALLY",Limerick,310500.0,No,Second-Hand Dwelling house /Apartment,17,1,2018,4,329553.3824690624,356305.8916940624,26752.509224999987
"44 GLASLYN, HOWTH RD, CLONTARF DUBLIN 3",Dublin,370000.0,No,Second-Hand Dwelling house /Apartment,24,7,2020,2,381183.2499999999,396353.24999999994,15170.000000000058
"GRACE DIEU, BALLYBOUGHAL, CO DUBLIN",Dublin,375000.0,No,Second-Hand Dwelling house /Apartment,20,9,2019,3,392129.3906249998,415769.2031249999,23639.81250000006
"82 Thatch Road, Whitehall",Dublin,130000.0,No,Second-Hand Dwelling house /Apartment,11,11,2011,11,153133.36186206838,189796.06324157183,36662.70137950344
"51 Rokeby Park, Lucan, County Dublin",Dublin,854999.9946,No,New Dwelling house /Apartment,25,11,2016,6,934893.9847663635,1051013.2973865815,116119.31262021803
"Gortnatona, Kilcummin, Killarney",Kerry,85000.0,No,Second-Hand Dwelling house /Apartment,21,3,2012,10,98645.97012713767,119900.89465279528,21254.92452565761
"15 ST ANNES RD, KILLARNEY, KERRY",Kerry,200000.0,No,Second-Hand Dwelling house /Apartment,28,10,2016,6,218688.65278852798,245851.06526890298,27162.412480375002
"Williamstown Harbour, Whitegate, Co. Clare",Clare,25000.0,No,Second-Hand Dwelling house /Apartment,7,10,2014,8,28162.314664882655,32920.22592408507,4757.911259202414
"21 CHARLEVILLE RD, RATHMINES, DUBLIN 6",Dublin,950000.0,No,Second-Hand Dwelling house /Apartment,15,4,2016,6,1038771.1007455079,1167792.5600272892,129021.45928178134
"No 18 The Courtyard, Market Square, Bundoran",Donegal,102150.0,Yes,New Dwelling house /Apartment,20,12,2016,6,111695.22941174067,125568.4315860922,13873.202174351536
"51 Delvin Banks, The Naul, Co. Dublin",Dublin,240211.4,No,New Dwelling house /Apartment,4,11,2011,11,282956.76338149275,350701.3697365116,67744.60635501886
"85 Five Oaks, Dublin Road, Drogheda",Louth,265000.0,No,Second-Hand Dwelling house /Apartment,23,4,2010,12,316838.8154373065,400433.1941967855,83594.37875947903
"DERRYNAGALLION, ARIGNA, CARRICK ON SHANNON",Roscommon,27500.0,No,Second-Hand Dwelling house /Apartment,4,1,2021,1,27912.499999999996,28462.499999999996,550.0
"Sonas, Westend  Main Street, Kilfinane",Limerick,50000.0,No,Second-Hand Dwelling house /Apartment,11,2,2011,11,58897.4468700263,72998.48586214302,14101.038992116715
"8 An Caislean, Bridgetown",Wexford,99880.0,No,New Dwelling house /Apartment,30,7,2012,10,115914.81760351188,140890.60421083757,24975.78660732569
"Follyfoot, Kilglass",Roscommon,192500.0,No,Second-Hand Dwelling house /Apartment,6,12,2011,11,226755.17044960128,281044.1705692506,54289.00011964931
"11 ARDAGH GROVE, BLACKROCK, DUBLIN",Dublin,645000.0,No,Second-Hand Dwelling house /Apartment,27,10,2017,5,694848.1825054216,766057.667142234,71209.48463681247
"28 ARD CARRAIG, SKIBBEREEN, CORK",Cork,145000.0,No,Second-Hand Dwelling house /Apartment,5,10,2016,6,158549.2732716828,178242.02231995467,19692.749048271886
"SHELL PIER, CURRACLOE, ENNISCORTHY",Wexford,230000.0,No,Second-Hand Dwelling house /Apartment,21,8,2017,5,247775.32089340614,273167.8502987811,25392.529405374982
"Molahiffe, Firies",Kerry,40000.0,No,Second-Hand Dwelling house /Apartment,19,12,2011,11,47117.957496021045,58398.78868971441,11280.831193693368
"15 UPPER SARSFIELD STREET, NENAGH, CO. TIPPERARY",Tipperary,142000.0,No,Second-Hand Dwelling house /Apartment,10,9,2021,1,144130.0,146970.0,2840.0
"142 Mount Prospect Avenue, Clontarf, Dublin 3",Dublin,635000.0,No,Second-Hand Dwelling house /Apartment,4,11,2011,11,747997.5752493341,927080.7704492162,179083.19519988215
"23 TOBAR BAN, OLDCASTLE RD, KELLS",Meath,258000.0,No,Second-Hand Dwelling house /Apartment,17,8,2018,4,273831.7960612499,296060.9341612499,22229.138099999982
"3 THE GROVE, GLEANN NA RI, TOWER BLARNEY",Cork,190000.0,No,Second-Hand Dwelling house /Apartment,11,3,2015,7,210870.53345133812,241733.05992564885,30862.526474310725
"NEWBROOK HOUSE, FARRIHY, BROADFORD",Limerick,225000.0,No,Second-Hand Dwelling house /Apartment,4,12,2013,9,257262.744463703,306651.90448285243,49389.16001914942
"96 ASHLEY HALL, ST EDMUND'S, PALMERSTOWN",Dublin,191000.0,No,Second-Hand Dwelling house /Apartment,19,12,2016,6,208847.6634130442,234787.76733180234,25940.103918758134
"3 Stocking Wood Green, Stocking Avenue, Rathfarnham",Dublin,317800.0,No,New Dwelling house /Apartment,2,1,2013,9,363369.3341802881,433128.7788651134,69759.44468482531
"4 GORTLUM, BRITTAS, CO DUBLIN",Dublin,227500.0,No,Second-Hand Dwelling house /Apartment,17,1,2020,2,234376.18749999994,243703.68749999997,9327.50000000003
"1A FEE COURT, CHURCH ST, LONGFORD",Longford,50000.0,No,Second-Hand Dwelling house /Apartment,9,3,2018,4,53068.17753124998,57376.150031249985,4307.9725000000035
"Apartment 10, Walnut Close, Foxburrow",Laois,214675.035,Yes,New Dwelling house /Apartment,28,8,2019,3,224481.04175186803,238014.04862075057,13533.006868882541
"20 ST COLMANS TERRACE, GORT, CO GALWAY",Galway,27750.0,No,Second-Hand Dwelling house /Apartment,25,2,2016,6,30343.05057440826,34111.83530606029,3768.784731652031
"47 Ard Branagh, Heathfield, Portlaoise",Laois,279805.875,No,New Dwelling house /Apartment,25,8,2021,1,284002.96312499995,289599.080625,5596.117500000051
"MOUNT TEMPLE, MOATE, WESTMEATH",Westmeath,160000.0,No,Second-Hand Dwelling house /Apartment,14,12,2016,6,174950.92223082238,196680.8522151224,21729.92998430002
"11 GRANTSTOWN HOUSE, EARLSCOURT, WATERFORD",Waterford,156000.0,No,Second-Hand Dwelling house /Apartment,30,9,2021,1,158339.99999999997,161460.0,3120.000000000029
"1 FAIRVIEW, ROSAPENNA, COUNTY DONEGAL",Donegal,250000.0,No,Second-Hand Dwelling house /Apartment,1,6,2021,1,253749.99999999997,258749.99999999997,5000.0
"4 The Elms Close, Ridgewood, Swords",Dublin,409999.9998,No,New Dwelling house /Apartment,25,9,2015,7,455036.41406776063,521634.497479839,66598.08341207838
"YOUNGSTOWN LANE, TAGHMON WEXFORD, WEXFORD",Wexford,197500.0,No,Second-Hand Dwelling house /Apartment,9,11,2021,1,200462.49999999997,204412.49999999997,3950.0
"TIGLIN, GRAIGUE, ADARE",Limerick,238000.0,No,Second-Hand Dwelling house /Apartment,25,5,2015,7,264143.0892706235,302802.46453844436,38659.37526782084
"7 EDENBROOK PARK, OFF BUTTERFIELD PARK, RATHFARNHAM DUBLIN 14",Dublin,605000.0,No,Second-Hand Dwelling house /Apartment,12,4,2017,5,651756.8223500466,718550.214916359,66793.39256631245
"8 HAWTHORN CRESCENT, GREEN HILL VILLAGE, CARRICK ON SUIR",Tipperary,153000.0,No,Second-Hand Dwelling house /Apartment,12,6,2020,2,157624.42499999996,163897.425,6273.000000000029
"CLOUGH, DOON, TRALEE",Kerry,400000.0,No,Second-Hand Dwelling house /Apartment,17,1,2020,2,412089.9999999999,428489.99999999994,16400.00000000006
"MORETTE, EMO, PORTLAOISE",Laois,95000.0,No,Second-Hand Dwelling house /Apartment,27,8,2021,1,96424.99999999999,98324.99999999999,1900.0
"BALLYMOYLAN, PORTROE, NENAGH",Tipperary,70000.0,No,Second-Hand Dwelling house /Apartment,23,7,2019,3,73197.48624999997,77610.25124999999,4412.765000000014
"14 Glen Boann, Donacarney",Meath,339999.465,No,New Dwelling house /Apartment,30,9,2021,1,345099.456975,351899.446275,6799.989300000016
"283 CASTLE PARK, BALLYBANE, GALWAY",Galway,191000.0,No,Second-Hand Dwelling house /Apartment,26,2,2021,1,193864.99999999997,197684.99999999997,3820.0
"2 Blackwood Park, Ongar Chase, Ongar",Dublin,482000.0,No,Second-Hand Dwelling house /Apartment,16,9,2010,12,576287.9586444594,728335.0928409457,152047.13419648632
"CHURCH STREET, ATHENRY, CO GALWAY",Galway,185000.0,No,Second-Hand Dwelling house /Apartment,7,9,2016,6,202287.00382938838,227412.23537373525,25125.23154434687
"CORNAROY COTTAGE, CORNAROY, DRUMSHANBO",Leitrim,257500.0,No,Second-Hand Dwelling house /Apartment,27,5,2015,7,285785.06507220824,327611.91016239254,41826.8450901843
