Address,County,Price (€),Not Full Market Price,Description of Property,day,month,year,Years since purchase
"3 Rascill, Poles, Cavan",Cavan,185000.0,No,Second-Hand Dwelling house /Apartment,2,1,2013,9
"1 DEERPARK, CALVERSTOWN, KILCULLEN",Kildare,410500.0,No,Second-Hand Dwelling house /Apartment,22,10,2019,3
"BAILE UI CHORRAIN THALL, BAILE NA NGALL, TRA LI",Kerry,288000.0,No,Second-Hand Dwelling house /Apartment,2,11,2018,4
"109 Browneshill Wood, Browneshill Road, Carlow",Carlow,158999.9935,No,New Dwelling house /Apartment,30,11,2010,12
"BRESHEEN NORTH, KILMALLOCK, CO LIMERICK",Limerick,140000.0,No,Second-Hand Dwelling house /Apartment,30,4,2019,3
"3 The green, Elsmore, Jigginstown",Kildare,345001.41,No,New Dwelling house /Apartment,21,9,2018,4
"13 Cearnog Chiarain, Sli na Manach, Mungret",Limerick,284999.98685,No,New Dwelling house /Apartment,29,9,2020,2
"85 Castlefield court, Clonsilla",Dublin,155000.0,No,Second-Hand Dwelling house /Apartment,11,5,2012,10
"211 Time Place, Corrig Road, Sandyford",Dublin,268040.465,No,New Dwelling house /Apartment,27,4,2015,7
"31 TINAHASK UPPER, ARKLOW, CO WICKLOW",Wicklow,175000.0,No,Second-Hand Dwelling house /Apartment,5,12,2018,4
"No 11 AISLING GHEAL, HOSPITAL HILL, KANTURK",Cork,217000.0,No,Second-Hand Dwelling house /Apartment,22,10,2010,12
"15 GOLDEN RIDGE AVE, SKERRIES RD, RUSH",Dublin,315000.0,No,Second-Hand Dwelling house /Apartment,13,8,2020,2
"33 HOLYWELL, KILMACUD RD UPPER, DUBLIN 14",Dublin,730000.0,No,Second-Hand Dwelling house /Apartment,3,9,2021,1
"2 The Paddocks, Donabate",Dublin,459999.99590000004,No,New Dwelling house /Apartment,19,2,2020,2
"GARRANMORE, PALLASGREEN, LIMERICK",Limerick,100000.0,No,Second-Hand Dwelling house /Apartment,11,4,2016,6
"6 CAMAC PARK, BLUEBELL, DUBLIN 12",Dublin,490000.0,No,Second-Hand Dwelling house /Apartment,30,11,2020,2
"APT 88, NORTHBANK, CASTLEFORBES RD DUBLIN 1",Dublin,330000.0,No,Second-Hand Dwelling house /Apartment,29,9,2017,5
"16 WAINSFORT CRESCENT, TERENURE, DUBLIN 6W",Dublin,538000.0,No,Second-Hand Dwelling house /Apartment,20,10,2017,5
"45 CASTLEWOOD, LITTLE ISLAND, CORK",Cork,235000.0,No,Second-Hand Dwelling house /Apartment,2,10,2018,4
"14 PRIORY ROAD, HAROLDS CROSS",Dublin,220000.0,No,Second-Hand Dwelling house /Apartment,4,3,2011,11
"The Monastery, Moorepark Street, Birr",Offaly,195000.0,No,Second-Hand Dwelling house /Apartment,11,3,2013,9
"37 RIALTO COURT, DUBLIN 8",Dublin,200000.0,No,Second-Hand Dwelling house /Apartment,10,4,2018,4
"1 BALLINFOYLE MEWS, HEADFORD ROAD, GALWAY",Galway,190000.0,No,Second-Hand Dwelling house /Apartment,10,8,2016,6
"10 CHAPEL HALL, CHAPEL ST, BALBRIGGAN",Dublin,221000.0,No,Second-Hand Dwelling house /Apartment,30,7,2021,1
"No. 114 The Hermitage, Borris Road, Portlaoise",Laois,120000.0,No,Second-Hand Dwelling house /Apartment,5,10,2010,12
"SCURMORE, ENNISCRONE, SLIGO",Sligo,163000.0,No,Second-Hand Dwelling house /Apartment,3,4,2014,8
"12 ARANLEIGH PARK, RATHFARNHAM, DUBLIN 14",Dublin,485000.0,No,Second-Hand Dwelling house /Apartment,18,5,2015,7
"1 ROSE LAWN, HIGH ST, TULLAMORE",Offaly,200000.0,No,Second-Hand Dwelling house /Apartment,8,6,2016,6
"LACKYLE, ARDNACRUSHA, CLARE",Clare,280000.0,No,Second-Hand Dwelling house /Apartment,17,5,2017,5
"51 STRATFORD HAVEN, ORWELL RD, RATHGAR DUBLIN 6",Dublin,390000.0,No,Second-Hand Dwelling house /Apartment,17,7,2015,7
"7 EASONS AVE, OFF SHANDON STREET, CORK",Cork,125000.0,No,Second-Hand Dwelling house /Apartment,1,6,2018,4
"5 HILLCREST, MAYFIELDS, CLAREMORRIS",Mayo,246000.0,No,Second-Hand Dwelling house /Apartment,24,5,2016,6
"18 PINEBROOK VALE, CLONSILLA, DUBLIN 15",Dublin,169459.0,No,Second-Hand Dwelling house /Apartment,22,12,2014,8
"5 Hazelwood Park, Celbridge",Kildare,295100.0,No,New Dwelling house /Apartment,3,5,2011,11
"6 Breacan, Letteragh Road, Galway",Galway,387149.99820000003,No,New Dwelling house /Apartment,21,2,2020,2
"10 NICOLAS AV, SMITHFIELD, DUBLIN 7",Dublin,136431.0,Yes,Second-Hand Dwelling house /Apartment,14,2,2017,5
"Ballyheeney, Clashmore",Waterford,107000.0,No,Second-Hand Dwelling house /Apartment,7,10,2013,9
"11 BUNBEG HEIGHTS, BUNDORAN, DONEGAL",Donegal,70000.0,No,Second-Hand Dwelling house /Apartment,1,10,2018,4
"12 ORCHARD CLOSE, BEAVERSTOWN, DONABATE",Dublin,325000.0,No,Second-Hand Dwelling house /Apartment,12,9,2019,3
"34 Waverly Meadows, Rathnew, Wicklow",Wicklow,255000.45,No,New Dwelling house /Apartment,12,3,2020,2
"ST ITAS TERRACE, SWINFORD, MAYO",Mayo,84000.0,No,Second-Hand Dwelling house /Apartment,1,3,2021,1
"16 CLARENDON COURT, WATERFORD CITY, WATERFORD",Waterford,30000.0,No,Second-Hand Dwelling house /Apartment,6,6,2019,3
"THORNHILL NURSERIES, MAYNOOTH ROAD, CELBRIDGE",Kildare,600000.0,No,Second-Hand Dwelling house /Apartment,11,3,2016,6
"12 GLOR NA MARA, ROSSLARE, WEXFORD",Wexford,142000.0,No,Second-Hand Dwelling house /Apartment,29,7,2016,6
"Manor East, Tralee",Kerry,208425.0,No,Second-Hand Dwelling house /Apartment,27,8,2011,11
"62 FRIARS HILL, HARRISTOWN, GRAIGUENAMANAGH",Kilkenny,275000.0,No,Second-Hand Dwelling house /Apartment,15,12,2021,1
"53 THE BRIARY, ROSE HILL, CARRIGALINE",Cork,272500.0,No,Second-Hand Dwelling house /Apartment,9,9,2019,3
"RAHEENS, MOUNTBELLEW, BALLINASLOE",Galway,220000.0,No,Second-Hand Dwelling house /Apartment,9,12,2016,6
"33 ASHBROOK, THE MOYNE, ENNISCORTHY",Wexford,131000.0,No,Second-Hand Dwelling house /Apartment,30,6,2021,1
"GNEEVES, BOHERBUE, MALLOW",Cork,160000.0,No,Second-Hand Dwelling house /Apartment,22,12,2020,2
"APT 106 PARKVIEW, LORD EDWARD ST, LIMERICK",Limerick,1250000.0,No,Second-Hand Dwelling house /Apartment,18,12,2018,4
"20 SLI NA SRUTHAIN, BALLINLOUGH, ROSCOMMON",Roscommon,62000.0,No,Second-Hand Dwelling house /Apartment,10,11,2020,2
"10 CROMCASTLE CLOSE, KILMORE, DUBLIN 5",Dublin,110000.0,No,Second-Hand Dwelling house /Apartment,19,3,2014,8
"CIARA, ROSSMORE, DURRUS BANTRY",Cork,401000.0,No,Second-Hand Dwelling house /Apartment,5,7,2021,1
"15 Glencairn Upper, Riverstown, Glanmire",Cork,225000.0,No,Second-Hand Dwelling house /Apartment,13,5,2013,9
"20 DEMESNE AVE, NEWMARKET, CORK",Cork,88000.0,No,Second-Hand Dwelling house /Apartment,6,7,2016,6
"72 ARDMORE WOOD, BRAY, WICKLOW",Wicklow,430000.0,No,Second-Hand Dwelling house /Apartment,3,11,2020,2
"4A OLIVER PLUNKETT HOUSE, OLIVER PLUNKETT RD, LETTERKENNY",Donegal,20000.0,No,Second-Hand Dwelling house /Apartment,12,4,2016,6
"16 Cluain Lorcan, Latlorcan",Monaghan,206650.585,No,New Dwelling house /Apartment,21,12,2010,12
"4 GARRAI AN DROCHID, KILLORA, CRAUGHWELL",Galway,85000.00245,No,New Dwelling house /Apartment,1,9,2014,8
"14 Thorndale, Bree, Castleblaney",Monaghan,141875.0,No,New Dwelling house /Apartment,6,8,2010,12
"HIGH STREET, GRAIGUENAMANAGH, KILKENNY",Kilkenny,40000.0,No,Second-Hand Dwelling house /Apartment,9,2,2016,6
"APT 58, THE STEEPLES, MULGRAVE ST",Limerick,51000.0,No,Second-Hand Dwelling house /Apartment,7,9,2015,7
"49 MC DERMOT TCE, HILL ST, WEXFORD",Wexford,80000.0,No,Second-Hand Dwelling house /Apartment,21,11,2014,8
"SWEET SIXTEEN, KILLEA RD, DUNMORE EAST",Waterford,304250.0,No,Second-Hand Dwelling house /Apartment,7,8,2020,2
"41 WILLOWBROOK LAWNS, CELBRIDGE, KILDARE",Kildare,235000.0,No,Second-Hand Dwelling house /Apartment,20,11,2014,8
"37 THE GRANGE, BORRIS RD, PORTLAOISE",Laois,157000.0,No,Second-Hand Dwelling house /Apartment,24,10,2016,6
"196 BUTTERFIELD, RATHFARNHAM, DUBLIN 16",Dublin,925000.0,No,Second-Hand Dwelling house /Apartment,8,12,2020,2
"APT 2 EDWARD LANE, BLOOMFIELD, DONNYBROOK DUBLIN 4",Dublin,519824.0,No,Second-Hand Dwelling house /Apartment,24,9,2014,8
"20 PARKRISE, MOOREPARK, BIRR",Offaly,134000.0,No,Second-Hand Dwelling house /Apartment,26,9,2016,6
"6 Priestown Avenue, Kilbride",Meath,492941.37330000004,No,New Dwelling house /Apartment,31,8,2020,2
"OLD FARMHOUSE, CARHOO EAST, BURNHAM",Kerry,240000.0,No,Second-Hand Dwelling house /Apartment,3,1,2019,3
"APT. OVER  CUSTOM HOUSE RESTAURANT, THE CUSTOM HOUSE, BALTIMORE",Cork,75000.0,No,Second-Hand Dwelling house /Apartment,7,12,2018,4
"KEENAGH, BAWNBOY, CAVAN",Cavan,163000.0,No,Second-Hand Dwelling house /Apartment,17,10,2017,5
"BRANDYLOCHS, LODGE WOOD, KENMARE",Kerry,450000.0,No,Second-Hand Dwelling house /Apartment,27,9,2021,1
"2A ST KEVINS PARK, LOWER KILMACUD ROAD, STILLORGAN",Dublin,390000.0,No,Second-Hand Dwelling house /Apartment,19,9,2014,8
"28 SHANNON SHORE, ROOSKEY",Leitrim,113500.0,No,New Dwelling house /Apartment,13,1,2016,6
"22 MICHAEL ST, NEW ROSS, CO WEXFORD",Wexford,95000.0,No,Second-Hand Dwelling house /Apartment,21,12,2018,4
"Lowenva, Parnell Park, Thurles",Tipperary,84667.0,Yes,Second-Hand Dwelling house /Apartment,7,10,2010,12
"25 ARDMORE LANE, BETTYSTOWN, MEATH",Meath,165000.0,No,Second-Hand Dwelling house /Apartment,16,11,2016,6
"30 FR DOMINIC RD, BALLYPHEHANE, CORK",Cork,110000.0,No,Second-Hand Dwelling house /Apartment,20,4,2015,7
"21 Radharc na Mara, Youghal",Cork,310000.0,No,Second-Hand Dwelling house /Apartment,14,8,2015,7
"11 LATCHFORD CLOSE CASTAHEANY, CLONEE DUBLIN 15, DUBLIN",Dublin,156000.0,No,Second-Hand Dwelling house /Apartment,22,8,2014,8
"7 COLLEGE GREEN, DUNMORE RD, TUAM",Galway,220000.0,No,Second-Hand Dwelling house /Apartment,11,11,2019,3
"APT 7, GREEG COURT, PARNELL ST DUBLIN 1",Dublin,230000.0,Yes,Second-Hand Dwelling house /Apartment,30,4,2018,4
"23 St. Helen's Drive, St. Helen's, Adamstown",Dublin,285000.77,No,New Dwelling house /Apartment,18,9,2018,4
"14 ELM MEWS, CLASSIS LAKE, OVENS",Cork,272000.0,No,Second-Hand Dwelling house /Apartment,3,5,2019,3
"36 DARLEY TERRACE, DONORE AVE, CORK ST DUBLIN 8",Dublin,255000.0,No,Second-Hand Dwelling house /Apartment,17,8,2017,5
"9 CASTLEMANOR RETIREMENT VILLAGE, BILLIS, CAVAN",Cavan,40000.0,No,Second-Hand Dwelling house /Apartment,30,9,2014,8
"1 THOMAND LODGE, CIAMALTHA MEADOWS, NENAGH",Tipperary,155000.0,No,Second-Hand Dwelling house /Apartment,31,10,2017,5
"11 COLLEGE CLOSE, DUNSHAUGHLIN, MEATH",Meath,299000.0,No,Second-Hand Dwelling house /Apartment,20,12,2018,4
"6 Cluain na Greine, Cloneygowan",Offaly,209975.0,No,New Dwelling house /Apartment,30,6,2017,5
"7 BEECH WALK, PIKE RD, FERMOY",Cork,83000.0,No,Second-Hand Dwelling house /Apartment,16,10,2015,7
"COOLNAHARRIGLE, GLENBEIGH, CO KERRY",Kerry,70000.0,No,Second-Hand Dwelling house /Apartment,25,8,2014,8
"24 HARBOURSIDE, KINCORA HARBOUR, KILLALOE",Clare,215000.0,No,Second-Hand Dwelling house /Apartment,19,10,2018,4
"3 SHIP STREET, DROGHEDA, COUNTY LOUTH",Louth,20000.0,No,Second-Hand Dwelling house /Apartment,11,1,2016,6
"6 CARTON SQ, MAYNOOTH, KILDARE",Kildare,270000.0,No,Second-Hand Dwelling house /Apartment,12,12,2014,8
"CORMEEN, CASTLERAHAN, BALLYJAMESDUFF",Cavan,20000.0,No,Second-Hand Dwelling house /Apartment,31,12,2014,8
"16 CREIGHTON ST, CITY QUAY, DUBLIN 2",Dublin,460000.0,No,Second-Hand Dwelling house /Apartment,8,6,2016,6
"49 BLACKFORT MANOR, NEWPORT RD, CASTLEBAR",Mayo,92500.0,No,Second-Hand Dwelling house /Apartment,18,2,2015,7
"137 Madeira Oaks, Enniscorthy, Co. Wexford",Wexford,189999.9988,Yes,New Dwelling house /Apartment,21,7,2017,5
"Apt 19 Slade Castle Walk, Saggart",Dublin,130000.63,No,New Dwelling house /Apartment,23,12,2014,8
"LISMORE, CROSSDONEY, CAVAN",Cavan,70000.0,No,Second-Hand Dwelling house /Apartment,22,8,2016,6
"65 RANELAGH RD, APT 1-8, DUBLIN 8",Dublin,720000.0,No,Second-Hand Dwelling house /Apartment,20,12,2016,6
"5 The Crescent, Millerstown, Kilcock",Meath,405000.915,No,New Dwelling house /Apartment,10,8,2020,2
"Carrigeen, Mooncoin",Kilkenny,95000.0,No,Second-Hand Dwelling house /Apartment,9,4,2010,12
"39 SAND HILLS, HACKETSTOWN RD, CARLOW",Carlow,121000.0,No,Second-Hand Dwelling house /Apartment,27,3,2014,8
"Ballygill, Carrowreagh, Ballinasloe",Roscommon,104756.11,Yes,Second-Hand Dwelling house /Apartment,13,4,2011,11
"5 LAKE PLACE, KILMINCHY, PORTLAOISE",Laois,199000.0,No,Second-Hand Dwelling house /Apartment,28,10,2021,1
"1 WHITECHURCH VIEW, BALLYBODEN, DUBLIN 16",Dublin,300000.0,No,Second-Hand Dwelling house /Apartment,18,12,2020,2
"THE PAROCHIAL HOUSE, CANNONS CROSS, INNISCARRA",Cork,1250000.0,No,Second-Hand Dwelling house /Apartment,26,11,2021,1
"NO 7 GLENWATERS, BALLYBOFEY, COUNTY DONEGAL",Donegal,154000.0,No,Second-Hand Dwelling house /Apartment,6,3,2020,2
"20 WILLOW PARK CRESCENT, GLASNEVIN, DUBLIN 11",Dublin,401469.0,No,Second-Hand Dwelling house /Apartment,28,10,2016,6
"CLUIDE, CORRANDULLA, CO. GALWAY",Galway,155000.0,No,Second-Hand Dwelling house /Apartment,7,8,2015,7
"32 ASHLEY HALL, ST EDMUND'S, PALMERSTOWN",Dublin,191000.0,No,Second-Hand Dwelling house /Apartment,19,12,2016,6
"APARTMENT 3, DEAN STREET, DUBLIN 8",Dublin,125000.0,No,Second-Hand Dwelling house /Apartment,7,4,2017,5
"97 CASTLEDAWSON, SION HILL ROCK RD, BLACKROCK",Dublin,785000.0,No,Second-Hand Dwelling house /Apartment,30,10,2014,8
"658 Collins Avenue, Santry",Dublin,220000.0,No,Second-Hand Dwelling house /Apartment,5,12,2012,10
"16 AUBURN PARK, EDGEWORTHSTOWN, LONGFORD",Longford,83000.0,No,Second-Hand Dwelling house /Apartment,4,12,2017,5
"11 MCCOWANS LANE, TRALEE, KERRY",Kerry,46000.0,No,Second-Hand Dwelling house /Apartment,14,6,2016,6
"50 Lower Mount Pleasant Avenue, Ranelagh, Dublin 6",Dublin,400000.0,No,Second-Hand Dwelling house /Apartment,9,6,2010,12
"19 CASTLE PARK, BALROTHERY, TALLAGHT",Dublin,313000.0,No,Second-Hand Dwelling house /Apartment,9,9,2021,1
"33 Avenue Road, South Circular Road",Dublin,410750.0,Yes,New Dwelling house /Apartment,25,3,2019,3
"12 Hamilton Walk Royal Canal Park, Ratoath Road, Ashtown",Dublin,360000.0037,No,New Dwelling house /Apartment,5,4,2018,4
"119 BOW BRIDGE PLACE, IRWIN ST, DUBLIN 8",Dublin,226000.0,No,Second-Hand Dwelling house /Apartment,10,9,2021,1
"THOMASTOWN, BELCLARE, TUAM",Galway,60000.0,No,Second-Hand Dwelling house /Apartment,16,12,2016,6
"9 Carrowmullin Heights, fahan",Donegal,359950.495,No,New Dwelling house /Apartment,15,6,2021,1
"TANKERSTOWN, BANSHA, CO TIPPERARY",Tipperary,170000.0,No,Second-Hand Dwelling house /Apartment,6,11,2017,5
"16 HAZELWOOD, BRIDGETOWN, WEXFORD",Wexford,66500.0,No,Second-Hand Dwelling house /Apartment,14,3,2017,5
"65 Allenwood, Tullyallen",Louth,194999.9916,No,New Dwelling house /Apartment,19,12,2017,5
"20 HAMPTON SQ, CABRA RD, DUBLIN 7",Dublin,350000.0,No,Second-Hand Dwelling house /Apartment,20,2,2017,5
"KENSINGTON, MILL RD, DAINGEAN",Offaly,65000.0,No,Second-Hand Dwelling house /Apartment,10,9,2021,1
"7 RICHMOND HALL, MOUNT ST ANNES, MILLTOWN DUBLIN 6",Dublin,490000.0,No,Second-Hand Dwelling house /Apartment,25,5,2017,5
"401 ROSSES COURT, MELLIFONT AVE, DUN LAOGHAIRE",Dublin,670000.0,No,Second-Hand Dwelling house /Apartment,15,2,2021,1
"8 Bay Meadows Crescent, Hollywood Rath, Hollystown",Dublin,357499.99594999995,No,New Dwelling house /Apartment,11,6,2020,2
"12 CLUAIN ARD, LIS NA DARA, CARRICK RD",Louth,210000.0,No,Second-Hand Dwelling house /Apartment,3,5,2018,4
"CURRAMORE, BALLINROBE, CO MAYO",Mayo,305000.0,No,Second-Hand Dwelling house /Apartment,19,12,2019,3
"23 PARK LANE, SANDYMOUNT, DUBLIN",Dublin,1100000.0,Yes,Second-Hand Dwelling house /Apartment,10,8,2016,6
"6 BEECHWOOD CLOSE, TERMON ABBEY, DROGHEDA",Louth,200000.0,No,Second-Hand Dwelling house /Apartment,3,7,2017,5
"Kilclogher, Cappagh",Waterford,60000.0,No,Second-Hand Dwelling house /Apartment,1,9,2011,11
"APT 2 GROUND FLOOR, 45 NEWCASTLE ROAD, GALWAY",Galway,94133.0,Yes,Second-Hand Dwelling house /Apartment,17,10,2018,4
"64 THE ELMS, MOUNT MERRION AVE, BLACKROCK",Dublin,450000.0,No,Second-Hand Dwelling house /Apartment,21,11,2018,4
"18 MILLBANK GLEN, DROMAHAIR, LEITRIM",Leitrim,92500.0,Yes,Second-Hand Dwelling house /Apartment,16,4,2018,4
"43 THE PADDOCKS VIEW, ADAMSTOWN, LUCAN",Dublin,236000.0,No,Second-Hand Dwelling house /Apartment,31,3,2021,1
"6 THE PARK, CASTLETROY, LIMERICK",Limerick,265000.0,No,Second-Hand Dwelling house /Apartment,19,12,2019,3
"2 & 3 Watergate, Parliament Street, Kilkenny",Kilkenny,52000.0,No,New Dwelling house /Apartment,16,7,2021,1
"8 Sea Haven, Greenhill Road",Wicklow,277499.555,No,New Dwelling house /Apartment,6,4,2017,5
"3 LIFFEY CLOSE, LIFFEY VALLEY PARK, LUCAN",Dublin,270000.0,No,Second-Hand Dwelling house /Apartment,7,3,2018,4
"COURT LANE, ATHENRY, GALWAY",Galway,77000.0,No,Second-Hand Dwelling house /Apartment,8,9,2020,2
"85 THOMAS DAVIS ST, CORK, CORK",Cork,50000.0,No,Second-Hand Dwelling house /Apartment,27,2,2015,7
"18 RIVERVIEW, SUMMERHILL, CARRICK ON SHANNON",Leitrim,125000.0,No,Second-Hand Dwelling house /Apartment,19,10,2018,4
"31 THE PARK, CURRAGH GRANGE, GREEN RD NEWBRIDGE",Kildare,165000.0,No,Second-Hand Dwelling house /Apartment,13,11,2015,7
"No.1 The Mall, Ballyshannon",Donegal,100000.0,No,Second-Hand Dwelling house /Apartment,23,1,2012,10
"Cairns Hill, Sligo",Sligo,150000.0,No,Second-Hand Dwelling house /Apartment,20,8,2013,9
"26 wellpark avenue, drumcondra, dublin 9",Dublin,300000.0,No,Second-Hand Dwelling house /Apartment,9,8,2013,9
"THE STATION HOUSE, COLOMANE WEST, BANTRY",Cork,100000.0,No,Second-Hand Dwelling house /Apartment,20,9,2018,4
"1 CEDER DR, MILL FARM, DUNBOYNE",Meath,440000.0,No,Second-Hand Dwelling house /Apartment,22,8,2016,6
"30 ARD BREEDA, LOUGHREA, GALWAY",Galway,115000.0,No,Second-Hand Dwelling house /Apartment,21,1,2016,6
"22 Somerville Avenue, Crumlin, Dublin 12",Dublin,290000.0,No,Second-Hand Dwelling house /Apartment,8,6,2010,12
"15 WOODFORD VILLAS, CLONDALKIN, DUBLIN 22",Dublin,268000.0,No,Second-Hand Dwelling house /Apartment,18,1,2021,1
"101 SILCHESTER PARK, GLENAGEARY, DUBLIN",Dublin,707000.0,No,Second-Hand Dwelling house /Apartment,18,8,2014,8
"29 ASHBROOK, HOWTH RD, CLONTARF DUBLIN 3",Dublin,615000.0,No,Second-Hand Dwelling house /Apartment,17,5,2018,4
"NO. 5 THE WELLNESS CENTRE, GORTUMULLEN, KENMARE",Kerry,285000.0,No,Second-Hand Dwelling house /Apartment,20,12,2021,1
"'Cascia', Ballinatray Upper, Courtown  Gorey",Wexford,217500.0,No,Second-Hand Dwelling house /Apartment,9,4,2010,12
"660 RIVER FOREST, LEIXLIP, KILDARE",Kildare,200000.0,No,Second-Hand Dwelling house /Apartment,12,5,2015,7
"91 BEECH GROVE, LUCAN, DUBLIN",Dublin,485000.0,No,Second-Hand Dwelling house /Apartment,18,6,2021,1
"8 CHAPEL LANE, HIGH STREET, KILKENNY",Kilkenny,450000.0,No,Second-Hand Dwelling house /Apartment,19,6,2019,3
"19 Oaktree Avenue, Cunnaberry Hill, Tully Road",Kildare,282500.365,No,New Dwelling house /Apartment,5,4,2019,3
"No 8 Cedar View, Coolfadda, Bandon",Cork,229999.99795000002,No,New Dwelling house /Apartment,20,9,2019,3
"CLOONFAD EAST, BALLYHAUNIS, CO MAYO",Mayo,27000.0,No,Second-Hand Dwelling house /Apartment,17,6,2016,6
"9 Cill Stuifin, School Road, Lahinch",Clare,385800.12,No,New Dwelling house /Apartment,24,8,2020,2
"47 GLENGARRIFFE RD, FAIRHILL, CORK",Cork,120000.0,No,Second-Hand Dwelling house /Apartment,16,5,2019,3
"29 RIVERCRESENT, VIRGINIA, CAVAN",Cavan,100000.0,No,Second-Hand Dwelling house /Apartment,12,12,2014,8
"2 WHITE PINES GROVE, WHITE PINES, STOCKING AVENUE",Dublin,455000.0,No,Second-Hand Dwelling house /Apartment,7,4,2021,1
"JOANNE, CIRCULAR RD, SLIGO",Sligo,210000.0,No,Second-Hand Dwelling house /Apartment,25,11,2019,3
"101 WEDGEWOOD, SANDYFORD, DUBLIN 18",Dublin,350000.0,No,Second-Hand Dwelling house /Apartment,11,7,2017,5
"9 COIS TEAMPAILL, NEWCASTLE WEST, COUNTY LIMERICK",Limerick,248000.0,No,Second-Hand Dwelling house /Apartment,10,6,2020,2
"25 TUDOR LAWNS, FOXROCK, DUBLIN 18",Dublin,633000.0,No,Second-Hand Dwelling house /Apartment,11,9,2019,3
"5 KILSARAN, CASTLEBELLINGHAM, CO. LOUTH",Louth,100000.0,No,Second-Hand Dwelling house /Apartment,14,8,2017,5
"18 st helens downs, st helens, adamstown",Dublin,299999.795,No,New Dwelling house /Apartment,5,3,2019,3
"94 Chestnut Drive, Mullingar, Westmeath",Westmeath,80000.0,No,Second-Hand Dwelling house /Apartment,17,10,2013,9
"APT 12, BRUNSWICK COURT, BRUNSWICK ST NORTH",Dublin,285000.0,No,Second-Hand Dwelling house /Apartment,22,1,2020,2
"KELLS RD, KINGSCOURT, CAVAN",Cavan,230000.0,No,Second-Hand Dwelling house /Apartment,17,8,2021,1
"KNOCKANE, MOUNTCOLLINS, LIMERICK",Limerick,75000.0,No,Second-Hand Dwelling house /Apartment,6,12,2019,3
"114 BOTANIC AVE, DRUMCONDRA, DUBLIN 9",Dublin,454000.0,No,Second-Hand Dwelling house /Apartment,28,5,2020,2
"APT 2  MAIN STREET, COLLOONEY, CO SLIGO",Sligo,35000.0,No,Second-Hand Dwelling house /Apartment,20,4,2016,6
"PRIESTS CROSS, DRISHANE RD, MILLSTREET",Cork,40000.0,No,Second-Hand Dwelling house /Apartment,5,8,2014,8
"43 DEERPARK CLOSE, TALLAGHT DUBLIN 24, DUBLIN",Dublin,167000.0,No,Second-Hand Dwelling house /Apartment,28,8,2020,2
"35 SWEETFIELD, YOUGHAL, CORK",Cork,80000.0,Yes,Second-Hand Dwelling house /Apartment,2,7,2018,4
"CHURCHVIEW, EADSTOWN, RATHMORE WEST",Kildare,320000.0,No,Second-Hand Dwelling house /Apartment,27,2,2015,7
"GURTEEN, BALLYMAHON, LONGFORD",Longford,50000.0,No,Second-Hand Dwelling house /Apartment,12,10,2016,6
"7 ROWAN PARK, BLACKROCK, DUBLIN",Dublin,815000.0,No,Second-Hand Dwelling house /Apartment,30,11,2018,4
"37 CHURCHWELL SQ, BELMAYNE, BALGRIFFIN DUBLIN 17",Dublin,252000.0,No,Second-Hand Dwelling house /Apartment,4,11,2016,6
"8 Cluain Adain Green, Navan",Meath,289999.991,No,New Dwelling house /Apartment,2,11,2018,4
"31 OldCourt Lodge, Firhouse",Dublin,143200.0,No,Second-Hand Dwelling house /Apartment,11,4,2012,10
"16 BROOKFORD PARK, RUSH, DUBLIN",Dublin,274057.0,No,Second-Hand Dwelling house /Apartment,21,12,2020,2
"70 CLUAIN CAIRN, CORK",Cork,244500.0,No,Second-Hand Dwelling house /Apartment,30,10,2020,2
"1 EASTLY COURT, COLLEGE WOOD, MALLOW",Cork,80000.0,No,Second-Hand Dwelling house /Apartment,22,2,2013,9
"7 Railway Street, Balbriggan",Dublin,65000.0,No,Second-Hand Dwelling house /Apartment,7,2,2013,9
"Stradbally North, Castleconnell, Co. Limerick",Limerick,150000.0,No,Second-Hand Dwelling house /Apartment,16,3,2012,10
"45 MOUNTAIN VIEW, NAAS, KILDARE",Kildare,220000.0,No,Second-Hand Dwelling house /Apartment,4,11,2015,7
"GRACEDIEU, BALLYBOUGHAL, DUBLIN",Dublin,945000.0,No,Second-Hand Dwelling house /Apartment,7,1,2022,0
"Kilkileen, Aughadown, Skibbereen",Cork,108000.0,No,Second-Hand Dwelling house /Apartment,29,8,2012,10
"22 Auburn Village, Ballymahon",Longford,60000.0,No,Second-Hand Dwelling house /Apartment,8,11,2013,9
"Parke, Kinnegad",Westmeath,140000.0,No,Second-Hand Dwelling house /Apartment,12,8,2011,11
"77 THE OAKS RIDGEWOOD SWORDS, DUBLIN",Dublin,210000.0,No,Second-Hand Dwelling house /Apartment,16,12,2015,7
"38 CLADDAGH RD, BALLYFERMOT, DUBLIN 10",Dublin,221000.0,No,Second-Hand Dwelling house /Apartment,12,5,2017,5
"LOCKE HOUSE, CANAL BANK, CLARE STREET",Limerick,28000.0,No,Second-Hand Dwelling house /Apartment,15,5,2014,8
