Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description,day,month,year
15/12/2021,"MAIN ST, BALLYLANDERS, KILMALLOCK",,Limerick,112000.00,No,No,Second-Hand Dwelling house /Apartment,,15,12,2021
21/12/2021,"MAYFIELD, DRUMNIGH, PORTMARNOCK",,Dublin,375000.00,No,No,Second-Hand Dwelling house /Apartment,,21,12,2021
16/02/2010,"10 ACHILL SQUARE, WATERVILLE, BLANCHARDSTOWN",,Dublin,260000.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,16,02,2010
05/02/2021,"14 Waterside Close, Waterside, Swords Road",,Dublin,250000.00,No,Yes,New Dwelling house /Apartment,,05,02,2021
03/03/2017,"23 THE MILL RACE, MARTINS ROW, CHAPELIZOD DUBLIN 20",Dublin 20,Dublin,250000.00,No,No,Second-Hand Dwelling house /Apartment,,03,03,2017
20/08/2018,"GLASSON HOUSE, GLASSON, CO WESTMEATH",,Westmeath,515000.00,No,No,Second-Hand Dwelling house /Apartment,,20,08,2018
28/03/2013,"4 Main Street, Dunboyne",,Meath,112000.00,No,No,Second-Hand Dwelling house /Apartment,,28,03,2013
16/11/2016,"23 ORCHARD COURT, BLACKPOOL, CORK",,Cork,67500.00,No,No,Second-Hand Dwelling house /Apartment,,16,11,2016
18/07/2018,"9 KNOCKANALLY, DONADEA, KILDARE",,Kildare,172500.00,No,No,Second-Hand Dwelling house /Apartment,,18,07,2018
05/10/2018,"62 GLENSIDE, BALLYCARNANE WOODS, TRAMORE",,Waterford,250000.00,No,No,Second-Hand Dwelling house /Apartment,,05,10,2018
30/06/2011,"13 Grattan Crescent, Inchicore",Dublin 8,Dublin,18644.63,Yes,No,Second-Hand Dwelling house /Apartment,,30,06,2011
23/04/2012,"14  Shanowen Road, Santry",Dublin 9,Dublin,190000.00,No,No,Second-Hand Dwelling house /Apartment,,23,04,2012
01/11/2013,"Ardfield, 647A Blackbanks, Raheny  Howth Road",Dublin 5,Dublin,840000.00,No,No,Second-Hand Dwelling house /Apartment,,01,11,2013
13/03/2015,"24 LAKELANDS, NAAS, KILDARE",,Kildare,251000.00,No,No,Second-Hand Dwelling house /Apartment,,13,03,2015
03/09/2013,"33 Woodview, Killeagh",,Cork,172000.00,No,No,Second-Hand Dwelling house /Apartment,,03,09,2013
20/12/2013,"3 Surehaven Lawn, Phoenix Park Racecourse, Castleknock",Dublin 15,Dublin,8000.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,20,12,2013
17/01/2018,"8 Seaview Heights, Cnoc na Mara, Blackrock",,Louth,182995.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,17,01,2018
18/11/2010,"Graball Road, Crosshaven",,Cork,165000.00,No,No,Second-Hand Dwelling house /Apartment,,18,11,2010
05/05/2021,"7 FARMHILL MANOR, Sligo",,Sligo,289000.00,No,Yes,New Dwelling house /Apartment,,05,05,2021
13/12/2019,"31 RUSSELL CRESCENT, TALLAGHT, DUBLIN 24",Dublin 24,Dublin,225000.00,Yes,No,Second-Hand Dwelling house /Apartment,,13,12,2019
11/06/2021,"65 HYDE SQ, SOUTH CIRCULAR RD, DUBLIN 8",Dublin 8,Dublin,425000.00,No,No,Second-Hand Dwelling house /Apartment,,11,06,2021
10/11/2021,"1 TOORVALLEY, BALLYMORE RD, MOATE",,Westmeath,185500.00,No,No,Second-Hand Dwelling house /Apartment,,10,11,2021
19/12/2013,"REEK HOUSE, REEK RD, MURRISK",,Mayo,190000.00,No,No,Second-Hand Dwelling house /Apartment,,19,12,2013
11/08/2016,"86 THE MAPLES, HAZEL HILL, BALLYHAUNIS",,Mayo,76000.00,No,No,Second-Hand Dwelling house /Apartment,,11,08,2016
16/06/2017,"56 MARY STREET, DUBLIN 1",Dublin 15,Dublin,200000.00,No,No,Second-Hand Dwelling house /Apartment,,16,06,2017
29/03/2019,"47 BELGARD DOWNS, ROCHESTOWN RD, ROCHESTOWN",,Cork,280000.00,No,No,Second-Hand Dwelling house /Apartment,,29,03,2019
06/03/2019,"18 Parkside Gardens, Balgriffin, Dublin 13",Dublin 13,Dublin,290748.88,No,Yes,New Dwelling house /Apartment,,06,03,2019
11/04/2019,"NO 4 GROUND FLOOR, BLOCK A OLD DISTILLERY, BERESFORD STREET",,Dublin,303455.74,No,No,Second-Hand Dwelling house /Apartment,,11,04,2019
24/11/2017,"208 Caislean na hAbhainn, Castletroy, County Limerick",,Limerick,242400.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,24,11,2017
22/11/2018,"LISHEEN, 4 TOCHARBEG, ROUNDWOOD",,Wicklow,259000.00,No,No,Second-Hand Dwelling house /Apartment,,22,11,2018
31/07/2014,"6 NEW LINE, GEESALA, BALLINA",,Mayo,45000.00,No,No,Second-Hand Dwelling house /Apartment,,31,07,2014
08/09/2010,"Sutherland, Curragha Road, Ratoath",,Meath,320000.00,No,No,Second-Hand Dwelling house /Apartment,,08,09,2010
04/10/2018,"135 COURTOWN PARK, KILCOCK, KILDARE",,Kildare,420000.00,No,No,Second-Hand Dwelling house /Apartment,,04,10,2018
14/03/2018,"7 BEECH VIEW, DERRINTURN, CARBURY",,Kildare,190000.00,Yes,No,Second-Hand Dwelling house /Apartment,,14,03,2018
24/05/2021,"LOWER EFFIN, KILMALLOCK, CO. LIMERICK",,Limerick,65000.00,No,No,Second-Hand Dwelling house /Apartment,,24,05,2021
20/10/2010,"14 Bramble Court, Ballycarnane, Tramore",,Waterford,160000.00,No,No,Second-Hand Dwelling house /Apartment,,20,10,2010
01/06/2018,"54 BALLYGALL RD WEST, FINGLAS, DUBLIN 11",Dublin 11,Dublin,215000.00,No,No,Second-Hand Dwelling house /Apartment,,01,06,2018
08/05/2017,"SALLYSBRIDGE, CRETTYARD, COUNTY CARLOW",,Carlow,65000.00,No,No,Second-Hand Dwelling house /Apartment,,08,05,2017
18/07/2016,"212 Beechpark, Leixlip",,Kildare,251101.32,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,18,07,2016
12/04/2012,"11 Glentrasna Court, Glen Avenue, The Glen  Cork",,Cork,61380.00,Yes,No,Second-Hand Dwelling house /Apartment,,12,04,2012
02/09/2016,"BELLECOTE, SORRENTO RD, DALKEY",,Dublin,840000.00,No,No,Second-Hand Dwelling house /Apartment,,02,09,2016
22/12/2015,"27 THE POPLARS, MONKSTOWN VALLEY, MONKSTOWN",,Dublin,375000.00,No,No,Second-Hand Dwelling house /Apartment,,22,12,2015
08/12/2021,"10 BROOKVILLE, ASHBOURNE, MEATH",,Meath,405000.00,No,No,Second-Hand Dwelling house /Apartment,,08,12,2021
24/08/2011,"171 Holywell, Upper Kilmacud Road, Dublin 14",,Dublin,462500.00,No,No,Second-Hand Dwelling house /Apartment,,24,08,2011
30/08/2019,"LAKELANDS, CLOONMORE, ROSSCAHILL",,Galway,270000.00,No,No,Second-Hand Dwelling house /Apartment,,30,08,2019
23/01/2015,"81 ROSSVALE, PORTLAOISE, LAOIS",,Laois,120000.00,No,No,Second-Hand Dwelling house /Apartment,,23,01,2015
10/02/2021,"20 ELM CASTLE DR, KILNAMANAGH, DUBLIN 24",Dublin 24,Dublin,172500.00,No,No,Second-Hand Dwelling house /Apartment,,10,02,2021
06/08/2021,"27 HILLVIEW DRIVE, CAHERSLEE, TRALEE",,Kerry,245150.00,No,No,Second-Hand Dwelling house /Apartment,,06,08,2021
20/12/2019,"APARTMENT 1, 30 SOUTH MAIN ST., CORK",,Cork,91271.00,No,No,Second-Hand Dwelling house /Apartment,,20,12,2019
22/12/2014,"29 SUNDRIVE PARK, KIMMAGE, DUBLIN 12",Dublin 12,Dublin,296000.00,No,No,Second-Hand Dwelling house /Apartment,,22,12,2014
22/04/2021,"21 MOATFIELD RD, ST BRENDANS ESTATE, COOLOCK DUBLIN 5",Dublin 5,Dublin,345000.00,No,No,Second-Hand Dwelling house /Apartment,,22,04,2021
04/05/2021,"27 VENETIAN HALL, 276 HOWTH RD, DUBLIN 5",Dublin 5,Dublin,73425.00,Yes,No,Second-Hand Dwelling house /Apartment,,04,05,2021
18/12/2018,"MILL RD, THURLES, TIPPERARY",,Tipperary,288000.00,No,No,Second-Hand Dwelling house /Apartment,,18,12,2018
22/10/2015,"MULLABOHY CARKICK RD, KNOCKBRIDGE DUNDALK, LOUTH",,Louth,165000.00,No,No,Second-Hand Dwelling house /Apartment,,22,10,2015
14/04/2021,"163 LAWN WAY, CAREW PARK, LIMERICK",,Limerick,101000.00,No,No,Second-Hand Dwelling house /Apartment,,14,04,2021
17/11/2021,"13 BARR AN CNOIC, NENAGH, CO TIPPERARY",,Tipperary,57500.00,No,No,Second-Hand Dwelling house /Apartment,,17,11,2021
20/04/2012,"10 Cuba Avenue, Banagher",,Offaly,72500.00,No,No,Second-Hand Dwelling house /Apartment,,20,04,2012
08/02/2019,"TULLYVEELA, CORLOUGH, CAVAN",,Cavan,85000.00,No,No,Second-Hand Dwelling house /Apartment,,08,02,2019
20/08/2018,"94 ODWYER VILLAS, THOMONDGATE, LIMERICK",,Limerick,110000.00,No,No,Second-Hand Dwelling house /Apartment,,20,08,2018
09/01/2019,"SAVANAH, BALLINDOOLEY, HEADFORD RD",,Galway,275000.00,No,No,Second-Hand Dwelling house /Apartment,,09,01,2019
17/12/2018,"LARTIGUE VILLAGE, LISTOWEL, KERRY",,Kerry,145000.00,Yes,No,Second-Hand Dwelling house /Apartment,,17,12,2018
05/03/2014,"DOOROC, DRUMLISH, LONGFORD",,Longford,25000.00,No,No,Second-Hand Dwelling house /Apartment,,05,03,2014
27/05/2021,"26 FENIT WITHOUT, FENIT, TRALEE",,Kerry,280000.00,No,No,Second-Hand Dwelling house /Apartment,,27,05,2021
06/08/2011,"5 The Promenade, Rathealy Road, Fermoy",,Cork,160000.00,No,No,Second-Hand Dwelling house /Apartment,,06,08,2011
15/12/2021,"KILGEEVER, LOUISBURGH, CO MAYO",,Mayo,210000.00,No,No,Second-Hand Dwelling house /Apartment,,15,12,2021
04/04/2019,"50 CARLINGFORD RD, DRUMCONDRA, DUBLIN 9",Dublin 9,Dublin,150000.00,No,No,Second-Hand Dwelling house /Apartment,,04,04,2019
23/05/2016,"70 College Square, Wainsfort Manor Drive, Terenure",Dublin 6w,Dublin,641267.62,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,23,05,2016
05/10/2011,"44 CATHEDRAL VIEW, MONAGHAN",,Monaghan,214000.00,No,No,Second-Hand Dwelling house /Apartment,,05,10,2011
11/12/2014,"70 Main Street, Belmayne, Balgriffin",Dublin 13,Dublin,127669.60,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,11,12,2014
15/03/2016,"9 GRANGE WOOD, GRANGE BIG, ROSSLARE",,Wexford,110000.00,No,No,Second-Hand Dwelling house /Apartment,,15,03,2016
19/06/2018,"41 CLEARWATER COURT SOUTH, ROYAL CANAL PARK, PELLETSTOWN DUBLIN 15",Dublin 15,Dublin,275000.00,No,No,Second-Hand Dwelling house /Apartment,,19,06,2018
02/04/2015,"56 Great Southern, Newbridge",,Kildare,231000.00,No,No,Second-Hand Dwelling house /Apartment,,02,04,2015
09/12/2020,"17 CARRIGMORE AVE, CITYWEST, SAGGART",Dublin 24,Dublin,375000.00,No,No,Second-Hand Dwelling house /Apartment,,09,12,2020
06/07/2020,"BRIDES GLEN COTTAGE, BRIDES GLEN RD, SHANKILL",,Dublin,210000.00,No,No,Second-Hand Dwelling house /Apartment,,06,07,2020
08/06/2020,"37 WILLINGTON AVE, TEMPLEOGUE, DUBLIN 6W",,Dublin,430000.00,No,No,Second-Hand Dwelling house /Apartment,,08,06,2020
04/12/2014,"14 CENTENARY ROW, OLD YOUGHAL RD, CORK",,Cork,90500.00,No,No,Second-Hand Dwelling house /Apartment,,04,12,2014
02/07/2019,"11 THE GLEBE, CITYQUARTER, ATHLONE",,Westmeath,117293.55,No,No,Second-Hand Dwelling house /Apartment,,02,07,2019
16/12/2021,"10 Whitethorn Court, Whitethorn Village, Naas",,Kildare,321585.00,No,Yes,New Dwelling house /Apartment,,16,12,2021
31/10/2017,"5 Balure, Church Road, Killiney",,Dublin,1409691.60,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,31,10,2017
23/01/2015,"KELLYS CROSS, OLD FARM HOUSE, DERREEAULIFF",,Kerry,45000.00,No,No,Second-Hand Dwelling house /Apartment,,23,01,2015
16/07/2021,"CASTLETOWN, CROSS, CLAREMORRIS",,Mayo,325000.00,No,No,Second-Hand Dwelling house /Apartment,,16,07,2021
22/08/2016,"18 RIALTO COURT, DUBLIN 8, DUBLIN",Dublin 8,Dublin,161000.00,No,No,Second-Hand Dwelling house /Apartment,,22,08,2016
01/06/2018,"1 Maydenhayes Mews, Mornington, Co.Meath",,Meath,258590.30,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,01,06,2018
14/05/2014,"41 OLD KILMAINHAM ROAD, KILMAINHAM, DUBLIN 8",,Dublin,55000.00,No,No,Second-Hand Dwelling house /Apartment,,14,05,2014
25/11/2016,"22 CLOGHANBOY CLOSE, ATHLONE, WESTMEATH",,Westmeath,210000.00,No,No,Second-Hand Dwelling house /Apartment,,25,11,2016
22/04/2015,"14 SOUTH PARK, FOXROCK, CO DUBLIN",,Dublin,625000.00,No,No,Second-Hand Dwelling house /Apartment,,22,04,2015
10/08/2017,"26 Aughamore, Kilcock Road, Clane",,Kildare,281938.32,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,10,08,2017
12/11/2015,"44 WELLESLEY MANOR, BETTYSTOWN, MEATH",,Meath,205000.00,No,No,Second-Hand Dwelling house /Apartment,,12,11,2015
26/11/2015,"2 HUGHES RD EAST, WALKINSTOWN, DUBLIN 12",Dublin 12,Dublin,240000.00,No,No,Second-Hand Dwelling house /Apartment,,26,11,2015
24/02/2012,"5 Inis Alainn, Fiddown, Co. Kilkenny",,Kilkenny,86784.15,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,24,02,2012
18/07/2014,"Apartment No.13 Block B, Citygate  Sligo",,Sligo,30000.00,No,No,Second-Hand Dwelling house /Apartment,,18,07,2014
25/06/2020,"GLENDUFF, BALLAGH, CO LIMERICK",,Limerick,40000.00,No,No,Second-Hand Dwelling house /Apartment,,25,06,2020
20/05/2019,"28 MARTIN ST, PORTOBELLO, DUBLIN 8",Dublin 8,Dublin,585000.00,No,No,Second-Hand Dwelling house /Apartment,,20,05,2019
08/09/2016,"3 ASHFORD COURT, GRANGE, DOUGLAS",,Cork,255000.00,No,No,Second-Hand Dwelling house /Apartment,,08,09,2016
03/11/2010,"Bunduff, Castlegal, Co. Sligo",,Sligo,155000.00,No,No,Second-Hand Dwelling house /Apartment,,03,11,2010
17/10/2016,"52 FOUNTAIN COURT, TRALEE, KERRY",,Kerry,80000.00,No,No,Second-Hand Dwelling house /Apartment,,17,10,2016
19/12/2011,"The Old School House, Gowna, County Cavan",,Cavan,29000.00,No,No,Second-Hand Dwelling house /Apartment,,19,12,2011
30/09/2014,"APT 81 THE FIRS, WINTERGARDEN APTS, PEARSE ST DUBLIN 2",Dublin 2,Dublin,135000.00,No,No,Second-Hand Dwelling house /Apartment,,30,09,2014
21/11/2011,"'Minella', Summerfield, Youghal",,Cork,88000.00,No,No,Second-Hand Dwelling house /Apartment,,21,11,2011
14/12/2021,"COOLKILL, KILNALECK, CAVAN",,Cavan,310000.00,No,No,Second-Hand Dwelling house /Apartment,,14,12,2021
19/12/2019,"2 Gandon Avenue, Lucan",,Dublin,226681.00,Yes,Yes,New Dwelling house /Apartment,,19,12,2019
23/09/2019,"9 Cnoc Dubh Walk, Cnoc Dubh, Ballyboughal",,Dublin,348017.62,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,23,09,2019
03/11/2015,"Carrowgarve, Balla, Mayo",,Mayo,60000.00,No,No,Second-Hand Dwelling house /Apartment,,03,11,2015
28/08/2020,"60 The Willows, Janeville, Cork Road",,Cork,315000.00,No,Yes,New Dwelling house /Apartment,,28,08,2020
11/04/2014,"8 CLAYTON HALL, CARLOW, CARLOW",,Carlow,80000.00,No,No,Second-Hand Dwelling house /Apartment,,11,04,2014
24/08/2021,"THE LODGE, KNOCKAHONE, BARNTOWN",,Wexford,445000.00,No,No,Second-Hand Dwelling house /Apartment,,24,08,2021
01/03/2021,"LAURAGH, 52 CHANNEL RD, RUSH",,Dublin,410000.00,No,No,Second-Hand Dwelling house /Apartment,,01,03,2021
23/04/2021,"APT 7, VINCENTS HALL, COLLINS AVE",Dublin 9,Dublin,266666.00,No,No,Second-Hand Dwelling house /Apartment,,23,04,2021
19/07/2016,"9 ABBEY HOUSE, ABBEY ST LOWER, SLIGO",,Sligo,65580.00,No,No,Second-Hand Dwelling house /Apartment,,19,07,2016
18/07/2014,"THE GLEBE, KILRONAN, KEADUE",,Roscommon,85000.00,No,No,Second-Hand Dwelling house /Apartment,,18,07,2014
14/12/2018,"9 WOOD PARK, LISMONAGHAN, LETTERKENNY",,Donegal,160000.00,No,No,Second-Hand Dwelling house /Apartment,,14,12,2018
21/02/2020,"THE STABLES, CROOKE, PASSAGE EAST",,Waterford,98000.00,No,No,Second-Hand Dwelling house /Apartment,,21,02,2020
08/10/2012,"29 Seatown Villas, Swords, Dublin",,Dublin,174500.00,No,No,Second-Hand Dwelling house /Apartment,,08,10,2012
21/01/2021,"CRAGMOR, 3 DONERAILE WALK, TAMORE",,Waterford,550000.00,No,No,Second-Hand Dwelling house /Apartment,,21,01,2021
19/06/2015,"LABURNUM, QUILL RD, KILMACANOGUE",,Wicklow,560000.00,No,No,Second-Hand Dwelling house /Apartment,,19,06,2015
06/05/2020,"2 EASTLY COURT, COLLEGE WOOD, MALLOW",,Cork,187500.00,No,No,Second-Hand Dwelling house /Apartment,,06,05,2020
20/05/2011,"Ballyhit, Barntown",,Wexford,122000.00,No,No,Second-Hand Dwelling house /Apartment,,20,05,2011
14/08/2015,"11 THORNDALE DR, MALAHIDE RD, DUBLIN 5",Dublin 5,Dublin,475000.00,No,No,Second-Hand Dwelling house /Apartment,,14,08,2015
25/10/2019,"15 GLENDALE, MAYFIELD, CLAREMORRIS",,Mayo,196000.00,No,No,Second-Hand Dwelling house /Apartment,,25,10,2019
10/03/2017,"11 RATH BAN, REHINS FORT, BALLINA",,Mayo,120000.00,No,No,Second-Hand Dwelling house /Apartment,,10,03,2017
24/02/2020,"34 The Grove, Elsmore, Jigginstown",,Kildare,317136.56,No,Yes,New Dwelling house /Apartment,,24,02,2020
20/12/2013,"40 Hillside Road, Glasheen, Cork",,Cork,180000.00,No,No,Second-Hand Dwelling house /Apartment,,20,12,2013
15/10/2021,"MUNORE, CLONOULTY, CASHEL",,Tipperary,140000.00,No,No,Second-Hand Dwelling house /Apartment,,15,10,2021
19/12/2019,"161 AN CAIREAL MOR, HEADFORD RD, CASTLEGAR",,Galway,180000.00,No,No,Second-Hand Dwelling house /Apartment,,19,12,2019
19/06/2014,"41 GRIFFITH AVENUE, BALLINACURRA WESTON, LIMERICK",,Limerick,20000.00,No,No,Second-Hand Dwelling house /Apartment,,19,06,2014
10/02/2016,"Apt & Car Space No. 6, Hobble Court, Leamy Street",,Waterford,40000.00,No,No,Second-Hand Dwelling house /Apartment,,10,02,2016
27/04/2017,"72 DODDER RD LOWER, RATHFARNHAM, DUBLIN 14",Dublin 14,Dublin,545000.00,No,No,Second-Hand Dwelling house /Apartment,,27,04,2017
08/04/2019,"37 MERTON HALL, MOUNT ST ANNES, MILLTOWN DUBLIN 6",Dublin 6,Dublin,505000.00,No,No,Second-Hand Dwelling house /Apartment,,08,04,2019
20/07/2018,"4 WEST END, MILLSTREET, CO CORK",,Cork,110000.00,No,No,Second-Hand Dwelling house /Apartment,,20,07,2018
06/01/2014,"COZY COTTAGE, AHAGLASIN, CASTLEFREKE",,Cork,80000.00,No,No,Second-Hand Dwelling house /Apartment,,06,01,2014
15/07/2014,"HARRISTOWN HOUSE, KILCLOON, CO MEATH",,Meath,770000.00,No,No,Second-Hand Dwelling house /Apartment,,15,07,2014
07/05/2021,"29 JOHNS GATE, KILKENNY, KILKENNY",,Kilkenny,140000.00,No,No,Second-Hand Dwelling house /Apartment,,07,05,2021
31/07/2017,"20 Castle Oak Crescent, Limerick Road, Nenagh",,Tipperary,95000.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,31,07,2017
14/10/2016,"116 Diswellstown Manor, Porterstown Road, Castleknock",Dublin 15,Dublin,541850.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,14,10,2016
07/10/2015,"5 BALLYOGAN ROAD, CARRICKMINES, DUBLIN 18",Dublin 18,Dublin,180000.00,No,No,Second-Hand Dwelling house /Apartment,,07,10,2015
09/10/2015,"30 WOODDALE CLOSE, BALLYCULLEN VIEW, FIRHOUSE DUBLIN 24",Dublin 24,Dublin,318000.00,No,No,Second-Hand Dwelling house /Apartment,,09,10,2015
11/10/2013,"No. 4 O' Rahily Street, Youghal",,Cork,60000.00,No,No,Second-Hand Dwelling house /Apartment,,11,10,2013
06/11/2018,"25  The Lawn, Janeville, Carrigaline",,Cork,308370.03,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,06,11,2018
04/12/2014,"156 THE OVAL, TULLYVALE, CABINTEELY DUBLIN 18",Dublin 18,Dublin,265000.00,No,No,Second-Hand Dwelling house /Apartment,,04,12,2014
27/06/2018,"7 BALLYDEROWEN PARK, BURNFOOT, DONEGAL",,Donegal,138000.00,Yes,No,Second-Hand Dwelling house /Apartment,,27,06,2018
29/07/2015,"29 ST PATRICKS CRESCENT, MONKSTOWN, DUBLIN",,Dublin,381125.00,No,No,Second-Hand Dwelling house /Apartment,,29,07,2015
16/03/2015,"63 Cnoc a Cairn, Chapel Lane, Dingle",,Kerry,207048.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,16,03,2015
01/06/2017,"10 BEECHWOOD CRESCENT, BALLYMAKENNY RD, DROGHEDA",,Louth,199000.00,No,No,Second-Hand Dwelling house /Apartment,,01,06,2017
31/05/2018,"APT 29 PARKVIEW HALL, DUBLIN ROAD, RHEBOGUE",,Limerick,106000.00,No,No,Second-Hand Dwelling house /Apartment,,31,05,2018
02/11/2020,"20 Millbourne Drive, Ashbourne, Co. Meath",,Meath,345000.00,No,Yes,New Dwelling house /Apartment,,02,11,2020
10/04/2019,"10 WARRENSTOWN WAY, BLANCHARDSTOWN HEATH, DUBLIN 15",Dublin 15,Dublin,225000.00,No,No,Second-Hand Dwelling house /Apartment,,10,04,2019
06/12/2018,"Unit 16 Rampart Green, Rathmullen Road, Drogheda",,Louth,213201.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,06,12,2018
02/12/2021,"46 CLOONFAD, CO ROSCOMMON",,Roscommon,125000.00,No,No,Second-Hand Dwelling house /Apartment,,02,12,2021
08/01/2021,"15 ST FINTANS TERRACE, DURROW, LAOIS",,Laois,131000.00,No,No,Second-Hand Dwelling house /Apartment,,08,01,2021
02/07/2014,"7 LISSANALTA GROVE, DOORADOYLE, LIMERICK",,Limerick,183000.00,No,No,Second-Hand Dwelling house /Apartment,,02,07,2014
02/12/2019,"GLYDE COTATGE, ROSSDREENAGH, CARRICKMACROSS",,Monaghan,331000.00,No,No,Second-Hand Dwelling house /Apartment,,02,12,2019
24/10/2016,"2 THE LAWN, BODEN PARK, RATHFARNHAM DUBLIN 16",Dublin 16,Dublin,502500.00,No,No,Second-Hand Dwelling house /Apartment,,24,10,2016
21/03/2018,"SHESKNAN, LARGYDONNELL, LEITRIM",,Leitrim,100000.00,No,No,Second-Hand Dwelling house /Apartment,,21,03,2018
11/11/2020,"BALLINROSS, CLOONFAD, BALLYHAUNIS",,Roscommon,28500.00,No,No,Second-Hand Dwelling house /Apartment,,11,11,2020
28/06/2017,"MAINS STREET, PILLTOWN, COUNTY KILKENNY",,Kilkenny,110000.00,No,No,Second-Hand Dwelling house /Apartment,,28,06,2017
22/01/2016,"109 Slievemore Road, Drimnagh, Dublin 12",Dublin 12,Dublin,165000.00,No,No,Second-Hand Dwelling house /Apartment,,22,01,2016
07/03/2017,"10 ARDEVAN COURT, MONASTEREVIN, KILDARE",,Kildare,110000.00,No,No,Second-Hand Dwelling house /Apartment,,07,03,2017
12/05/2020,"104 MOUNT ANVILLE PARK, GOATSTOWN, DUBLIN 14",Dublin 14,Dublin,720000.00,No,No,Second-Hand Dwelling house /Apartment,,12,05,2020
15/01/2015,"124 ST HELENS VILLAGE, KILRANE, ROSSLARE HARBOUR",,Wexford,85000.00,No,No,Second-Hand Dwelling house /Apartment,,15,01,2015
31/08/2012,"1 Hacienda, Wynnsward Drive, Clonskeagh",,Dublin,267000.00,No,No,Second-Hand Dwelling house /Apartment,,31,08,2012
16/11/2015,"4 DOORLEY COURT, RATHANGAN, KILDARE",,Kildare,167000.00,No,No,Second-Hand Dwelling house /Apartment,,16,11,2015
24/05/2016,"69 PARK LAWN, CLONTARF, DUBLIN 3",Dublin 3,Dublin,575000.00,No,No,Second-Hand Dwelling house /Apartment,,24,05,2016
18/12/2014,"54 PRIORY SQ, ST RAPHAELS MANOR, CELBRIDGE",,Kildare,148000.00,No,No,Second-Hand Dwelling house /Apartment,,18,12,2014
01/08/2019,"18 Oyster Bay Court, Carlingford",,Louth,105000.00,No,Yes,New Dwelling house /Apartment,,01,08,2019
01/03/2017,"BLENACUP, CAVAN, CO CAVAN",,Cavan,58000.00,No,No,Second-Hand Dwelling house /Apartment,,01,03,2017
07/10/2016,"21 MAXWELL ST, DUBLIN 8, DUBLIN",Dublin 8,Dublin,185000.00,No,No,Second-Hand Dwelling house /Apartment,,07,10,2016
