Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
28/03/2014,"22 James McCormack Gardens, Sutton",Dublin 13,Dublin,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/06/2012,"1 Muckross Close, Powerscourt",,Waterford,"€115,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/07/2013,"Lower /Bridge Street, Killorglin",,Kerry,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/09/2013,"10D The Osprey, Devoy Quarter, Naas",,Kildare,"€86,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/08/2016,"21 Hollywoodrath Avenue, Hollystown, Dublin 15",Dublin 15,Dublin,"€299,559.50",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
27/05/2019,"7 BREMORE PASTURES PARK, HAMLET LANE, BALBRIGGAN",,Dublin,"€196,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/07/2018,"10 GRANITEFIELD MEWS, ROCHESTOWN AVE, DUN LAOGHAIRE",,Dublin,"€356,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/07/2021,"19 Effernock Crescent, Trim, Co Meath",,Meath,"€378,964.76",No,Yes,New Dwelling house /Apartment,
07/03/2014,"1019 AVONDALE, LEIXLIP, KILDARE",,Kildare,"€115,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/10/2020,"1 WILLIAM PLACE, OFF DORSET ST, DUBLIN 1",Dublin 1,Dublin,"€254,116.00",No,No,Second-Hand Dwelling house /Apartment,
01/03/2013,"Main Street, Valentia Island",,Kerry,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/04/2021,"24 GOLDSMITH HALL, PROSPECT WOOD, CO LONGFORD",,Longford,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/11/2016,"GORTNAHORNA, BALLINABRACKEY, KINNEGAD",,Meath,"€227,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/10/2017,"18 THE OAKS, ELMFIELD, LEOPARDSTOWN",Dublin 18,Dublin,"€329,949.20",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
27/07/2015,"34 PIERVIEW, WICKLOW, WICKLOW",,Wicklow,"€158,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/07/2010,"61 Bun na Coille, Moycullen, Co. Galway",,Galway,"€317,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
12/10/2012,"56 Cnoic Caislean, Knockboy, Waterford",,Waterford,"€170,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
29/06/2021,"25 THE COUNTY APARTMENTS, CARRICK-ON-SHANNON, CO LEITRIM",,Leitrim,"€79,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/08/2017,"10 GLEANN BHREAU, COIS BHREAU, ATHY",,Kildare,"€66,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/11/2021,"17 CUIRT NA HABHAINN, CLAREGALWAY, GALWAY",,Galway,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/02/2015,"14 ANTARDAN, KILLENA, GOREY",,Wexford,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/02/2016,"17 ARDCRONAN, BALLA, CASTLEBAR",,Mayo,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/10/2017,"33 ELM PARK, ENNIS RD, LIMERICK",,Limerick,"€177,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/09/2012,"Kilbryan, Rockingham Demesne, Boyle",,Roscommon,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/03/2021,"22 Clonkeen View, Bellingham, Mountrath Road",,Laois,"€191,000.00",No,Yes,New Dwelling house /Apartment,
26/06/2020,"71 The Willows, Allenwood",,Kildare,"€251,101.31",No,Yes,New Dwelling house /Apartment,
29/08/2014,"27 ROEBUCK DOWNS, GOATSTOWN, DUBLIN 14",Dublin 14,Dublin,"€430,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/11/2020,"63 The Hazels, Ballinahinch Wood, Ashford",,Wicklow,"€317,146.00",No,Yes,New Dwelling house /Apartment,
20/11/2020,"39 MARINERS COURT, KILBARRACK ROAD, DUBLIN 5",Dublin 5,Dublin,"€385,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/12/2015,"RATHMOY BORRISOLEIGH, THURLES, BORRISOLEIGH",,Tipperary,"€197,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/12/2017,"18 ASHFIELD, JOHNSWELL RD, KILKENNY",,Kilkenny,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/07/2014,"WEST SPRINGS, LARAGH DEMESNE, MAYNOOTH",,Kildare,"€325,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/06/2012,"Apt 16  Alliance Building, The Gasworks Barrow Street, South Lotts Road",,Dublin,"€150,842.57",No,No,Second-Hand Dwelling house /Apartment,
23/10/2019,"FORNAUGHT CROSS, DONOUGHMORE, COUNTY CORK",,Cork,"€96,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2018,"THE COTTAGE, DRUMEEN, LARAGH",,Wicklow,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/01/2021,"BARROWHALL, MOUNTGARRET, NEW ROSS",,Wexford,"€4,320,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/10/2018,"21 NEW RD, ENNISTYMON, CO CLARE",,Clare,"€67,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"35 PRESENTATION PLACE, GREENMOUNT, CORK",,Cork,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/06/2015,"11 Ros Mor, Drumroosk, Doneagl Town",,Donegal,"€55,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
20/01/2021,"APT 3, KINSALE, THE HEADLANDS",,Cork,"€183,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/04/2019,"MIRADORE, CLIFF RD, ENNISCRONE",,Sligo,"€78,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/03/2019,"54 BALLINTYRE GROVE, BALLINTEER AVENUE, BALLINTEER",,Dublin,"€355,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/05/2018,"5 CUIRT PHIARAIS, BAILE AN FHEIRTEARAGIH, CO CHIARRAI",,Kerry,"€79,200.00",Yes,No,Second-Hand Dwelling house /Apartment,
06/06/2014,"26 CHURCH AVE, DUBLIN 9, DUBLIN",Dublin 9,Dublin,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/08/2016,"Apartment 7 Oxmanstown Lofts, Coke Lane, Smithfield",Dublin 7,Dublin,"€317,181.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
30/03/2020,"ENNISCOFFEY, GAYBROOK, MULLINGAR",,Westmeath,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/03/2018,"3 THE DRIVE, CAPPAHARD, TULLA RD",,Clare,"€87,900.00",Yes,No,Second-Hand Dwelling house /Apartment,
15/05/2012,"14 The Grove, Woodpark, Ballinteer",Dublin 14,Dublin,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/12/2019,"APT 40 DOWNSHIRE PLACE, EDENDERRY, CO OFFALY",,Offaly,"€60,714.29",No,No,Second-Hand Dwelling house /Apartment,
28/07/2011,"45 Lindville, Blackrock Road, Cork",,Cork,"€950,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/03/2020,"32 WILLIAM ST, CLONMEL, TIPPERARY",,Tipperary,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/03/2017,"DOUGHIL, CURRAGHROE, COUNTY ROSCOMMON",,Roscommon,"€31,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/08/2016,"4 Ardmore Close, Ardmore, Bettystown",,Meath,"€74,052.99",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
27/07/2015,"HADWELL HEIGHTS, YANKEE RD, LOWER AGHADA",,Cork,"€380,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/10/2021,"1 SHOREPARK, KINGS ROAD, KILDYSART",,Clare,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/11/2014,"7C LANSDOWNE VALLEY APTS, SLIEVEBLOOM RD, DRIMNAGH DUBLIN 12",Dublin 12,Dublin,"€132,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/10/2020,"51 THE WOOD, MILLBROOK LAWNS, TALLAGHT DUBLIN 24",Dublin 24,Dublin,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2017,"34 CLANAWLEY RD, KILLESTER, DUBLIN 5",Dublin 5,Dublin,"€315,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/05/2018,"32 Beechwood Gate, Beechwood Hansfield, Dublin 15",Dublin 15,Dublin,"€303,964.75",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
06/09/2013,"Kilnaglory, Ballincollig, Cork",,Cork,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/01/2019,"50 ROSSDARA, LORETTO RD, KILLARNEY",,Kerry,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/08/2017,"6 WILLSBROOK VIEW, LUCAN, DUBLIN",,Dublin,"€365,500.00",No,No,Second-Hand Dwelling house /Apartment,
05/04/2018,"1 CEDAR COURT, GLENAMADDY RD, WILLIAMSTOWN",,Galway,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/03/2015,"15 Bridgefield Place, Curraheen Road, Bishopstown Cork",,Cork,"€101,322.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
27/10/2011,"Main Street, Easkey",,Sligo,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/01/2018,"APT 64, ST JOHNS WELL WAY, KILMAINHAM",Dublin 8,Dublin,"€421,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/06/2012,"St Judes, Main Street, Clonegal",,Carlow,"€45,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
28/09/2017,"58A THOMOND VILLAGE BALLYGLENNAN, CRATLOE RD, LIMERICK",,Limerick,"€40,500.00",No,No,Second-Hand Dwelling house /Apartment,
22/12/2016,"ARCH VIEW, BORRIS, CO CARLOW",Dublin 24,Carlow,"€36,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
31/03/2020,"37 SWIFT HALL, THE COOMBE, DUBLIN 8",Dublin 8,Dublin,"€271,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/07/2019,"LISHEEN, 4 ST MARYS RD, BUNCRANA",,Donegal,"€122,500.00",Yes,No,Second-Hand Dwelling house /Apartment,
06/06/2018,"RAHINANE, BALLINGARRY, ROSCREA",,Tipperary,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/10/2016,"THE HAVEN, CARRIG, BALLYCOMMON",,Tipperary,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/03/2018,"15 SWIFT HALL, COLLEGEWOOD, CASTLEKNOCK DUBLIN 15",Dublin 15,Dublin,"€290,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/12/2015,"50 PRIORY LAWN, BALLYBEG, WATERFORD",,Waterford,"€42,134.50",No,No,Second-Hand Dwelling house /Apartment,
22/06/2018,"MOUNTAINVIEW, 2 KILLAKEE WAY, FIRHOUSE",,Dublin,"€460,600.00",No,No,Second-Hand Dwelling house /Apartment,
08/06/2012,"86 Pinewood estate, Killarney",,Kerry,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/04/2019,"28 CEDARBROOK WALK, BALLYFERMOT, DUBLIN 10",Dublin 10,Dublin,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/03/2010,"190 TURVEY WALK, DONABATE",,Dublin,"€225,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
30/11/2015,"20 Barton Grange, Straffan, County Kildare",,Kildare,"€528,634.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
06/02/2018,"4 DARLEY ST, HAROLDS CROSS, DUBLIN 6",Dublin 6,Dublin,"€432,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/05/2017,"133 Churchfields, Ashbourne",,Meath,"€242,290.75",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
11/06/2010,"88 Abbey Court, Limerick Road, Ennis",,Clare,"€172,500.00",No,No,Second-Hand Dwelling house /Apartment,
08/12/2016,"14 GLEN RICHARDS COVE, POULSHONE, RIVERCHAPEL",,Wexford,"€96,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/04/2013,"Mill House, 5  Ash Park, Carrick-on-Suir",,Tipperary,"€335,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/10/2014,"501 CITY CENTRAL, BEDFORD ROW, LIMERICK",,Limerick,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/08/2017,"73 ST MOBHI RD, GLASNEVIN, DUBLIN 9",Dublin 9,Dublin,"€660,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/12/2019,"23 The Avenue, Semple Woods, Donabate",,Dublin,"€398,679.00",No,Yes,New Dwelling house /Apartment,
30/05/2016,"21 belarmine walk, belarmine woods, stepaside",Dublin 18,Dublin,"€352,400.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
30/03/2017,"38/39 THOMAS HAND ST, SKERRIES, CO DUBLIN",,Dublin,"€810,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/08/2014,"BOREEN BRADACH, KINNEGAD, WESTMEATH",,Westmeath,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/10/2021,"18 CLUAIN GARBHAN, ABBEYSIDE, DUNGARVAN",,Waterford,"€167,500.00",No,No,Second-Hand Dwelling house /Apartment,
10/11/2021,"4 LADYSWELL, LOUTH ATALIA RD, GALWAY",,Galway,"€470,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/05/2012,"31 Jigginstown Green, Naas",,Kildare,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/08/2012,"Barnhill Lr., Ballina",,Mayo,"€24,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/11/2013,"Apartment 7  Block C, Belleview, Islandbridge",Dublin 8,Dublin,"€128,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2017,"8 Wendover, Beechpark Avenue, Castleknock",Dublin 15,Dublin,"€488,986.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
25/03/2011,"8 Crestfield, Youghal",,Cork,"€139,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/03/2019,"13 BROOKVILLE AVENUE, TIPPERARY TOWN",,Tipperary,"€41,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
06/12/2012,"21 Avondale, Passage West",,Cork,"€312,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/07/2020,"13 Kinsealy Manor, Chapel Road, Kinsealy",,Dublin,"€336,343.00",No,Yes,New Dwelling house /Apartment,
04/12/2015,"Apt 14 An Sean Mhuillean, North Circular Road, Tralee",,Kerry,"€39,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/04/2018,"52 LOWER YELLOW ROAD, WATERFORD CITY, WATERFORD",,Waterford,"€45,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/05/2013,"Main Street, Lismore",,Waterford,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/09/2021,"4 BEECHLAWN, SOUTH HILL AVENUE, BLACKROCK",,Dublin,"€465,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/01/2010,"23 st columbas hts, swords",,Dublin,"€390,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/12/2017,"30 LOWER CORK STREET, MITCHELSTOWN, CO CORK",,Cork,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/09/2013,"1 Lr Parson Street, Maynooth",,Kildare,"€134,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/05/2015,"35 HOLLYVILLE, GRANGE, DOUGLAS",,Cork,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/07/2013,"142 Forest Hills, Rathcoole, County Dublin",,Dublin,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/11/2020,"KNOCKLAUNATOUK, GORT, COUNTY GALWAY",,Galway,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/09/2021,"HOLY STONE, MAIN ST, DINGLE",,Kerry,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/05/2018,"13 ASHTON COURT, BALLINCOLLIG, CORK",,Cork,"€332,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/07/2013,"8 Saddlers Hall, Kill, Kildare",,Kildare,"€133,039.65",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
28/03/2020,"50 Ardan Rua, Richmond, Nenagh",,Tipperary,"€235,000.00",No,Yes,New Dwelling house /Apartment,
08/01/2021,"526 LONGBOAT QUAY NORTH, SIR JOHN ROGERSONS QUAY, DUBLIN 2",Dublin 2,Dublin,"€815,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/01/2021,"1 ELM PARK, DUN AN OIR, KANTURK",,Cork,"€136,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/11/2021,"9 RUSSELL HOUSE FR RUSSELL RD, BALLYKEEFFE, LIMERICK",,Limerick,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/08/2017,"34 THE RISE, DUNSHAUGHLIN, MEATH",,Meath,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/10/2017,"3 ORCHARD HALL, DISWELLSTOWN, CASTLEKNOCK",,Dublin,"€250,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
27/08/2021,"No. 18 Forge Lands, Old Forge Road, Enniscorthy",,Wexford,"€190,390.30",No,Yes,New Dwelling house /Apartment,
03/10/2019,"STONESTOWN, CLOGHAN, BIRR",,Offaly,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/10/2014,"3 Coolkellure Green, Coolkellure, Lehenaghmore",,Cork,"€297,796.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
22/06/2021,"BLOCK 7 NO. 55 THE DARGLE, PROSPECT HILL  TOLKA VALLEY, ROAD  FINGLAS  DN147704F",Dublin 11,Dublin,"€32,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
03/09/2019,"3 DERREEN COTTAGES, LAURAGH, KENMARE",,Kerry,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/09/2021,"43 BRENNANSTOWN AVE, OLD BRAY RD, CABINTEELY DUBLIN 18",Dublin 18,Dublin,"€515,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/12/2017,"252A TEMPLEOGUE ROAD, TEMPLEOGUE, DUBLIN 6W",,Dublin,"€600,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
18/12/2012,"Ballyviniter Upper, Mallow",,Cork,"€430,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/06/2012,"Apt 33 Alliance Building, The Gasworks Barrow Street, South Lotts Road",,Dublin,"€157,856.57",No,No,Second-Hand Dwelling house /Apartment,
25/03/2014,"APT 57   LEVEL I, THE ATRIUM, ROEBUCK HILL",,Dublin,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/02/2010,"5  Craddockstown Court, Ballymore Road, Naas",,Kildare,"€307,929.52",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
24/10/2019,"6 Bollarney Woods, Bollarney North",,Wicklow,"€313,403.45",Yes,Yes,New Dwelling house /Apartment,
23/07/2018,"51 WOODFIELD, SCHOLARSTOWN ROAD, RATHFARNHAM",Dublin 16,Dublin,"€515,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/12/2012,"4 Rushfield Close, Carrigans",,Donegal,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/08/2021,"APARTMENT 17, CASTLECOURT, CASTLECONNELL",,Limerick,"€117,500.00",No,No,Second-Hand Dwelling house /Apartment,
20/08/2018,"BENAUGHLIN, COLLEGE FARM RD, LETTERKENNY",,Donegal,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/02/2020,"44 BRIAN BORU AVE, CLONTARF, DUBLIN 3",Dublin 3,Dublin,"€305,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/12/2020,"4 The Grove, Semple Woods, Donabate",,Dublin,"€228,118.06",No,Yes,New Dwelling house /Apartment,
16/04/2014,"34 Slade Castle Ave, Saggart, Co dublin",,Dublin,"€154,950.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
24/09/2012,"Tullyvacan, Ballinaglera",,Leitrim,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/07/2017,"38 Ridgewood Manor, Melitta Road, Kildare Town",,Kildare,"€255,600.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
01/04/2015,"DROMTRASNA, HARNET, ABBEYVILLE",,Limerick,"€35,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/11/2017,"MEDLICOTT STREET, NEWPORT, CO. MAYO",,Mayo,"€55,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/05/2017,"18 CLONMORE COURT, GLASNEVIN, DUBLIN 9",Dublin 9,Dublin,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/12/2020,"48 The Willows, Allenwood, Naas",,Kildare,"€303,964.00",No,Yes,New Dwelling house /Apartment,
31/01/2011,"Leitra, Droimoleague",,Cork,"€28,333.34",Yes,No,Second-Hand Dwelling house /Apartment,
29/11/2018,"2077 TULLYVILLE, MADDENSTOWN CURRAGH, KILDARE",,Kildare,"€159,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/07/2011,"33 Mulcaire Road, Raheen, Limerick",,Limerick,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/08/2010,"LISCROMWELL, CASTLEBAR",,Mayo,"€245,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/02/2015,"CLOVERFIELD HOUSE, DROMKEEN, LIMERICK",,Limerick,"€240,925.00",No,No,Second-Hand Dwelling house /Apartment,
09/08/2013,"51 Connolly Avenue, Inchicore",Dublin 8,Dublin,"€246,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/08/2020,"APT 67, BLOCK B, CASTLEFORBES SQ",Dublin 1,Dublin,"€360,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/10/2021,"BURGAGE MOYLE, BLESSINGTON, WICKLOW",,Wicklow,"€505,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/06/2020,"24 RING VIEW, FORTVILLAGE, GORTNAKESH",,Cavan,"€128,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/05/2016,"8 STRAFFAN GATE, STRAFFAN, KILDARE",,Kildare,"€372,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/09/2017,"11 Cois Abhainn, Riverstick",,Cork,"€225,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
27/02/2019,"23 Oaktree Avenue, Cunnaberry Hill, Tully Road",,Kildare,"€251,101.00",No,Yes,New Dwelling house /Apartment,
16/07/2010,"23 Trimleston Avenue, Booterstown, County Dublin",,Dublin,"€801,208.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2015,"APARTMENT 12, 63 GREAT WATER STREET, LONGFORD",,Longford,"€6,847.31",No,No,Second-Hand Dwelling house /Apartment,
13/10/2014,"26 Mayfields, Claremorris",,Mayo,"€35,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
06/07/2018,"15 AUBREY COURT, PARNELL RD, BRAY",,Wicklow,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/06/2016,"63 CILL FOIREANN, JOHNSTOWN, MEATH",,Meath,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/09/2010,"36 Parsons Court, Main Street, Newcastle",,Dublin,"€340,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
05/10/2012,"Trigo, Bettystown",,Meath,"€67,500.00",No,No,Second-Hand Dwelling house /Apartment,
11/09/2015,"12 ST AUDOENS TERRACE, HIGH ST, DUBLIN 8",Dublin 8,Dublin,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/11/2019,"Apartment No.126 Abbot Court, Cualanor, Upper Glenageary Road",,Dublin,"€401,988.55",No,Yes,New Dwelling house /Apartment,
14/03/2017,"APT 99, LORETO ABBEY, GRANGE RD DUBLIN 14",Dublin 14,Dublin,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/10/2017,"MORLEY HOUSE, KILLEENEEN, CROUGHWELL",,Galway,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/12/2016,"15 ashfield avenue, forrest road, ridgewood",,Dublin,"€286,344.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
02/12/2019,"42 ROSSE COURT HEIGHTS, BALGADDY RD, LUCAN",,Dublin,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
